vulnerability_id,asset_id,cve_id,vulnerability_type,cvss_score,severity,exploitability_score,attack_vector,attack_complexity,privileges_required,user_interaction,known_exploited,exploit_available,exploit_age_days,vulnerability_age_days,affected_service,patch_available,patch_age_days,remediation_status,remediation_deadline,vulnerability_risk_score
VULN-000168,AST-03323,CVE-2026-7140,Cryptographic Weakness,8.5,High,3.5,Network,High,None,Required,False,False,0,29,Web Server,False,0,Accepted,,8.0
VULN-000169,AST-07892,CVE-2022-31573,CSRF,8.8,High,3.3,Adjacent,Low,Low,None,False,False,0,985,Domain Controller,True,122,Open,2026-11-27,7.8
VULN-000170,AST-07012,CVE-2021-30614,Path Traversal,9.3,Critical,3.6,Physical,Low,High,None,False,False,0,764,Kubernetes Cluster,True,154,Open,2026-09-23,10
VULN-000171,AST-00333,CVE-2022-50596,XSS,7.2,High,3.4,Local,High,None,Required,False,True,313,589,API Gateway,True,383,In Progress,,7.6
VULN-000172,AST-05124,CVE-2026-8793,Buffer Overflow,0.8,Low,0.2,Network,High,Low,None,False,False,0,948,SaaS Application,True,206,Mitigated,,0.1
VULN-000173,AST-03541,CVE-2023-20560,Privilege Escalation,4.1,Medium,1.3,Network,Low,None,Required,False,False,0,997,Domain Controller,True,220,Mitigated,,1.7
VULN-000174,AST-05932,CVE-2025-48649,Memory Corruption,3.5,Low,0.8,Network,Low,High,None,False,False,0,698,Cloud VM,True,140,Accepted,,3.8
VULN-000175,AST-00089,CVE-2024-8247,Use After Free,8.2,High,3.9,Physical,High,High,None,False,True,120,273,Employee Laptop,True,225,Open,2026-11-27,7.5
VULN-000176,AST-03966,CVE-2024-27999,CSRF,5.1,Medium,2.3,Network,Low,None,None,False,False,0,671,Payment Gateway,False,0,Mitigated,,2.7
VULN-000177,AST-01951,CVE-2020-35122,Memory Corruption,2.1,Low,0.5,Adjacent,High,Low,None,False,False,0,1079,VPN Gateway,False,0,Mitigated,,1.2
VULN-000178,AST-09567,CVE-2025-12173,Deserialization,4.5,Medium,1.4,Adjacent,High,Low,Required,False,False,0,674,Email Server,True,576,Mitigated,,3.8
VULN-000179,AST-09282,CVE-2020-29872,SSRF,2.1,Low,0.6,Network,High,Low,Required,False,False,0,739,VPN Gateway,False,0,Mitigated,,0.1
VULN-000180,AST-09833,CVE-2019-49217,Privilege Escalation,9.0,Critical,3.5,Network,High,High,None,False,False,0,837,CI/CD Server,True,732,In Progress,,8.6
VULN-000181,AST-09478,CVE-2023-98566,Path Traversal,1.3,Low,0.6,Network,Low,Low,Required,False,False,0,418,Payment Gateway,False,0,Mitigated,,0.1
VULN-000182,AST-06678,CVE-2026-15830,XSS,0.7,Low,0.3,Local,High,Low,Required,False,False,0,840,CI/CD Server,True,409,Mitigated,,0.1
VULN-000183,AST-03284,CVE-2026-66220,Deserialization,1.2,Low,0.3,Physical,Low,High,Required,False,False,0,499,IoT Device,False,0,Accepted,,2.6
VULN-000184,AST-08157,CVE-2020-83498,Path Traversal,4.1,Medium,1.2,Local,High,None,Required,False,True,217,305,File Server,True,162,False Positive,,6.6
VULN-000185,AST-05194,CVE-2026-7242,SSRF,0.1,Low,0.0,Network,Low,High,None,False,False,0,1002,File Server,True,364,Open,2026-11-09,0.6
VULN-000186,AST-02369,CVE-2026-15746,LDAP Injection,8.1,High,3.8,Network,Low,High,Required,True,True,650,1036,File Server,True,473,Mitigated,,6.2
VULN-000187,AST-09155,CVE-2026-6863,Cryptographic Weakness,9.2,Critical,3.9,Network,Low,None,None,True,True,648,675,Network Device,True,508,In Progress,,10
VULN-000188,AST-06843,CVE-2024-13784,RCE,6.8,Medium,2.7,Network,High,None,Required,False,False,0,994,VPN Gateway,True,431,In Progress,,7.4
VULN-000189,AST-02723,CVE-2020-9556,XXE,6.4,Medium,1.8,Adjacent,Low,High,None,False,False,0,475,Application Server,True,258,In Progress,,6.1
VULN-000190,AST-07163,CVE-2026-84199,Information Disclosure,8.7,High,3.3,Adjacent,High,None,Required,True,True,531,681,API Gateway,True,467,Accepted,,9.0
VULN-000191,AST-01420,CVE-2022-87751,Race Condition,7.0,High,3.1,Physical,High,None,None,False,False,0,657,SaaS Application,False,0,False Positive,,7.5
VULN-000192,AST-00355,CVE-2026-84770,Privilege Escalation,5.7,Medium,1.2,Local,Low,None,None,False,True,243,322,Domain Controller,True,12,In Progress,,5.6
VULN-000193,AST-03893,CVE-2020-70639,Deserialization,9.5,Critical,2.6,Network,Low,High,Required,False,True,19,42,API Gateway,True,35,In Progress,,8.1
VULN-000194,AST-03008,CVE-2026-18630,XXE,2.2,Low,0.9,Adjacent,High,High,None,False,True,191,697,Network Device,False,0,Mitigated,,0.1
VULN-000195,AST-06320,CVE-2019-85358,RCE,5.5,Medium,1.8,Local,High,None,Required,False,True,234,907,VPN Gateway,True,76,Accepted,,6.5
VULN-000196,AST-02738,CVE-2020-9532,XSS,4.7,Medium,1.2,Network,High,None,Required,True,True,45,79,API Gateway,True,23,Mitigated,,3.6
VULN-000197,AST-03565,CVE-2025-37099,Information Disclosure,1.2,Low,0.4,Network,High,High,None,False,False,0,915,Firewall,True,690,Accepted,,1.7
VULN-000198,AST-06437,CVE-2026-7138,Race Condition,3.8,Low,0.8,Local,Low,High,None,False,False,0,1187,Application Server,True,365,In Progress,,3.7
VULN-000199,AST-03937,CVE-2026-57700,Privilege Escalation,2.8,Low,0.7,Network,Low,High,Required,False,True,396,539,Domain Controller,True,311,Mitigated,,1.5
VULN-000200,AST-03716,CVE-2019-5997,Buffer Overflow,6.9,Medium,1.8,Network,Low,High,Required,False,False,0,1143,CI/CD Server,True,519,Open,2026-11-08,6.3
VULN-000201,AST-08421,CVE-2021-64040,Cryptographic Weakness,9.8,Critical,3.9,Local,High,Low,None,False,False,0,415,Storage Bucket,True,376,Accepted,,10
VULN-000202,AST-08826,CVE-2026-54526,XSS,5.2,Medium,1.2,Local,Low,None,Required,False,True,707,1198,Storage Bucket,False,0,Accepted,,4.7
VULN-000203,AST-09150,CVE-2024-99740,Memory Corruption,5.2,Medium,2.3,Network,High,None,None,False,True,126,490,Network Device,True,219,Accepted,,6.3
VULN-000204,AST-09823,CVE-2020-7314,Authentication Bypass,2.0,Low,0.5,Local,High,High,None,False,False,0,833,Cloud VM,False,0,Mitigated,,1.0
VULN-000205,AST-04632,CVE-2024-77383,RCE,6.2,Medium,1.2,Network,Low,Low,None,False,False,0,848,Database Server,True,697,In Progress,,6.9
VULN-000206,AST-07524,CVE-2023-95609,CSRF,4.6,Medium,1.6,Adjacent,Low,High,None,False,False,0,543,API Gateway,True,175,Mitigated,,1.9
VULN-000207,AST-08297,CVE-2023-31321,Cryptographic Weakness,9.7,Critical,2.8,Network,High,Low,Required,False,False,0,1148,IAM System,True,882,In Progress,,10
VULN-000208,AST-06881,CVE-2026-65888,Use After Free,7.1,High,3.5,Network,High,High,None,False,True,234,363,File Server,True,331,Mitigated,,4.2
VULN-000209,AST-02905,CVE-2022-43447,Buffer Overflow,2.9,Low,1.4,Physical,High,None,None,False,True,62,122,Cloud VM,True,14,Accepted,,2.9
VULN-000210,AST-03479,CVE-2026-6116,Information Disclosure,1.2,Low,0.4,Local,Low,High,None,False,False,0,1063,Email Server,True,261,Mitigated,,0.1
VULN-000211,AST-04314,CVE-2021-32490,Deserialization,9.7,Critical,3.1,Network,Low,High,Required,False,False,0,360,IoT Device,False,0,Mitigated,,6.0
VULN-000212,AST-08332,CVE-2023-22681,Information Disclosure,8.9,High,1.8,Local,Low,Low,Required,True,True,505,652,Database Server,False,0,Open,2026-11-01,10
VULN-000213,AST-04555,CVE-2026-47897,Buffer Overflow,5.7,Medium,2.2,Network,Low,High,Required,False,False,0,225,CI/CD Server,True,138,Open,2026-10-26,5.7
VULN-000214,AST-08505,CVE-2021-77053,Path Traversal,6.2,Medium,1.3,Physical,Low,Low,None,False,False,0,478,Domain Controller,True,314,In Progress,,5.4
VULN-000215,AST-02250,CVE-2023-81619,Authentication Bypass,2.2,Low,0.8,Local,High,None,Required,False,True,103,1060,Workstation,False,0,In Progress,,2.9
VULN-000216,AST-02218,CVE-2026-18684,Privilege Escalation,6.0,Medium,2.5,Local,High,None,None,False,False,0,455,Email Server,True,17,Open,2026-10-08,6.1
VULN-000217,AST-05804,CVE-2020-69054,CSRF,5.1,Medium,1.1,Physical,High,High,Required,False,False,0,477,IAM System,True,31,Accepted,,4.9
VULN-000218,AST-07950,CVE-2026-60807,SSRF,9.0,Critical,3.5,Network,High,None,Required,False,False,0,1129,Network Device,True,1040,In Progress,,9.4
VULN-000219,AST-03834,CVE-2026-73529,LDAP Injection,0.7,Low,0.3,Local,Low,None,None,False,False,0,439,Employee Laptop,False,0,Mitigated,,0.1
VULN-000220,AST-04760,CVE-2026-77554,Insecure Default Configuration,0.8,Low,0.2,Network,Low,High,None,False,False,0,37,Network Device,False,0,False Positive,,1.3
VULN-000221,AST-00611,CVE-2026-8982,Buffer Overflow,4.5,Medium,1.1,Adjacent,High,High,None,False,False,0,571,Employee Laptop,True,393,Accepted,,4.9
VULN-000222,AST-07400,CVE-2026-94588,SSRF,8.2,High,2.8,Local,Low,None,Required,False,False,0,488,Kubernetes Cluster,True,51,Mitigated,,5.0
VULN-000223,AST-00569,CVE-2026-72812,Command Injection,5.4,Medium,1.6,Local,Low,High,None,False,False,0,215,VPN Gateway,False,0,In Progress,,5.4
VULN-000224,AST-05982,CVE-2022-87980,Improper Access Control,4.6,Medium,1.3,Network,Low,High,None,False,True,34,142,Kubernetes Cluster,True,64,Mitigated,,1.9
VULN-000225,AST-01930,CVE-2020-2639,Authentication Bypass,0.8,Low,0.2,Network,Low,None,None,False,False,0,1064,Storage Bucket,False,0,False Positive,,1.4
VULN-000226,AST-08912,CVE-2023-2306,XSS,7.5,High,3.6,Network,Low,High,None,False,False,0,1133,Payment Gateway,True,139,Open,2026-10-23,8.0
VULN-000227,AST-02575,CVE-2026-79686,Cryptographic Weakness,6.9,Medium,2.4,Local,High,None,Required,False,False,0,1159,Application Server,True,715,In Progress,,8.5
VULN-000228,AST-02876,CVE-2026-73049,Deserialization,4.3,Medium,1.1,Network,Low,Low,None,False,True,344,506,Payment Gateway,True,330,Mitigated,,3.6
VULN-000229,AST-03489,CVE-2024-14134,Race Condition,5.5,Medium,1.5,Local,Low,Low,None,False,False,0,925,Firewall,True,524,In Progress,,7.3
VULN-000230,AST-04817,CVE-2026-35269,Buffer Overflow,4.7,Medium,1.5,Network,High,None,None,False,False,0,816,CI/CD Server,True,746,Accepted,,4.4
VULN-000231,AST-08101,CVE-2026-54769,Privilege Escalation,9.7,Critical,2.3,Network,Low,Low,None,False,False,0,90,Payment Gateway,True,14,Open,2026-09-18,9.4
VULN-000232,AST-07924,CVE-2026-59682,Information Disclosure,4.0,Medium,1.1,Network,Low,None,Required,False,False,0,979,Network Device,False,0,Mitigated,,1.4
VULN-000233,AST-00860,CVE-2019-29543,CSRF,8.0,High,2.0,Local,High,Low,Required,False,False,0,841,Network Device,True,99,In Progress,,8.6
VULN-000234,AST-08687,CVE-2025-87688,Information Disclosure,6.3,Medium,2.9,Network,Low,None,Required,False,False,0,72,Web Server,True,64,Mitigated,,3.3
VULN-000235,AST-08872,CVE-2026-47425,Privilege Escalation,2.6,Low,1.2,Local,High,High,Required,False,True,305,539,SaaS Application,False,0,Accepted,,2.7
VULN-000236,AST-01321,CVE-2023-58657,Path Traversal,10.0,Critical,3.9,Network,High,High,None,False,False,0,725,File Server,True,390,Mitigated,,9.7
VULN-000237,AST-01716,CVE-2022-61798,XXE,2.6,Low,0.9,Local,Low,Low,None,False,False,0,731,IoT Device,True,427,Accepted,,4.8
VULN-000238,AST-02670,CVE-2026-27277,SSRF,1.3,Low,0.5,Network,High,None,None,False,False,0,563,Email Server,True,18,Mitigated,,0.1
VULN-000239,AST-07716,CVE-2026-61452,Privilege Escalation,5.8,Medium,2.6,Adjacent,High,High,Required,False,False,0,832,Database Server,True,120,Accepted,,8.1
VULN-000240,AST-06491,CVE-2023-5573,Improper Access Control,2.9,Low,0.9,Physical,High,High,Required,False,False,0,213,VPN Gateway,True,74,Open,2026-11-01,2.8
VULN-000241,AST-02590,CVE-2019-61812,Path Traversal,7.5,High,2.7,Network,High,High,Required,True,True,98,176,VPN Gateway,True,153,Mitigated,,7.1
VULN-000242,AST-01395,CVE-2025-36644,Deserialization,8.4,High,3.9,Physical,Low,High,Required,False,False,0,269,Kubernetes Cluster,True,85,Mitigated,,5.1
VULN-000243,AST-01655,CVE-2025-20777,SQL Injection,4.8,Medium,2.4,Network,Low,None,Required,False,False,0,317,SaaS Application,True,223,False Positive,,7.3
VULN-000244,AST-02174,CVE-2024-98502,Race Condition,4.1,Medium,1.4,Network,Low,Low,None,False,True,155,812,VPN Gateway,True,625,Open,2026-11-18,4.2
VULN-000245,AST-05955,CVE-2025-57140,Insecure Default Configuration,6.9,Medium,1.9,Network,High,None,None,False,True,22,854,Domain Controller,True,579,Mitigated,,6.0
VULN-000246,AST-08533,CVE-2022-39065,Authentication Bypass,1.0,Low,0.4,Local,Low,None,None,False,False,0,575,Payment Gateway,True,571,Mitigated,,0.1
VULN-000247,AST-00636,CVE-2021-12608,CSRF,4.0,Medium,0.8,Network,Low,None,Required,False,True,678,1015,Employee Laptop,True,477,Mitigated,,1.3
VULN-000248,AST-05416,CVE-2026-78074,Path Traversal,0.7,Low,0.2,Local,Low,None,None,False,False,0,149,SaaS Application,True,26,Accepted,,1.0
VULN-000249,AST-04254,CVE-2022-96971,Path Traversal,6.2,Medium,2.2,Network,High,High,Required,False,False,0,998,Network Device,False,0,Open,2026-09-17,8.6
VULN-000250,AST-08189,CVE-2026-80608,CSRF,4.7,Medium,2.0,Network,Low,Low,Required,False,False,0,56,Storage Bucket,False,0,Mitigated,,1.8
VULN-000251,AST-03288,CVE-2026-54570,Memory Corruption,7.5,High,1.8,Physical,High,High,None,False,False,0,442,Firewall,False,0,In Progress,,10
VULN-000252,AST-02107,CVE-2020-91481,CSRF,2.3,Low,0.8,Local,High,None,Required,False,True,606,642,Web Server,True,490,Accepted,,3.9
VULN-000253,AST-08616,CVE-2021-17616,Use After Free,2.2,Low,1.1,Local,High,None,Required,False,True,398,504,Kubernetes Cluster,True,87,Mitigated,,0.1
VULN-000254,AST-00993,CVE-2019-35604,LDAP Injection,3.0,Low,1.4,Local,Low,None,Required,False,False,0,100,Application Server,True,55,Accepted,,2.8
VULN-000255,AST-05922,CVE-2026-7747,Path Traversal,8.6,High,1.9,Physical,Low,None,Required,False,False,0,234,Cloud VM,False,0,False Positive,,7.0
VULN-000256,AST-03873,CVE-2025-63157,Buffer Overflow,8.3,High,2.6,Network,Low,None,None,False,False,0,176,CI/CD Server,False,0,Mitigated,,4.5
VULN-000257,AST-02621,CVE-2025-78119,XXE,8.6,High,2.0,Network,Low,Low,None,False,False,0,822,Payment Gateway,True,427,Open,2026-10-12,9.9
VULN-000258,AST-03015,CVE-2022-40099,Race Condition,8.2,High,1.8,Network,Low,Low,Required,False,False,0,694,Database Server,True,191,Open,2026-09-22,9.5
VULN-000259,AST-00619,CVE-2024-57552,LDAP Injection,8.1,High,3.4,Network,Low,None,Required,False,False,0,469,IoT Device,True,294,In Progress,,9.2
VULN-000260,AST-06481,CVE-2026-19987,Deserialization,9.8,Critical,3.9,Adjacent,High,None,None,False,False,0,1163,Firewall,True,801,Accepted,,10.0
VULN-000261,AST-05924,CVE-2026-52887,Use After Free,9.0,Critical,2.0,Network,High,None,None,False,False,0,962,SaaS Application,True,658,Accepted,,10
VULN-000262,AST-09211,CVE-2026-44181,SQL Injection,7.5,High,2.1,Network,Low,Low,None,False,False,0,251,Firewall,True,87,Accepted,,6.8
VULN-000263,AST-04924,CVE-2025-62286,SSRF,3.4,Low,1.3,Adjacent,High,Low,Required,False,False,0,770,Employee Laptop,True,704,Mitigated,,0.7
VULN-000264,AST-00331,CVE-2020-96823,Buffer Overflow,6.7,Medium,2.8,Network,High,None,None,False,False,0,335,CI/CD Server,False,0,False Positive,,6.9
VULN-000265,AST-00810,CVE-2019-1144,Deserialization,9.1,Critical,3.5,Network,High,None,None,False,False,0,1020,API Gateway,True,982,Accepted,,9.1
VULN-000266,AST-08496,CVE-2022-41859,Authentication Bypass,7.4,High,2.5,Network,Low,High,None,False,False,0,18,Kubernetes Cluster,False,0,Accepted,,7.9
VULN-000267,AST-01486,CVE-2019-20296,XSS,8.1,High,2.0,Physical,Low,None,None,False,False,0,641,API Gateway,True,48,In Progress,,8.5
VULN-000268,AST-01707,CVE-2026-59696,Path Traversal,5.5,Medium,2.2,Adjacent,Low,High,Required,True,True,493,975,VPN Gateway,True,430,Mitigated,,4.8
VULN-000269,AST-04002,CVE-2026-5854,Cryptographic Weakness,3.7,Low,1.3,Physical,Low,High,Required,False,False,0,1025,Email Server,True,313,Mitigated,,1.2
VULN-000270,AST-01411,CVE-2026-59952,LDAP Injection,8.4,High,3.4,Local,Low,High,None,False,False,0,318,IAM System,True,29,Open,2026-10-01,8.9
VULN-000271,AST-04022,CVE-2022-36399,Deserialization,3.4,Low,1.4,Local,High,High,Required,True,True,456,590,File Server,True,456,Open,2026-10-29,7.8
VULN-000272,AST-05773,CVE-2025-81939,CSRF,9.0,Critical,2.6,Adjacent,Low,Low,None,False,False,0,1151,Application Server,True,267,Open,2026-11-09,8.9
VULN-000273,AST-00374,CVE-2025-65482,Privilege Escalation,7.9,High,3.2,Network,High,None,Required,False,False,0,397,CI/CD Server,True,224,In Progress,,8.3
VULN-000274,AST-08464,CVE-2023-3447,Insecure Default Configuration,8.2,High,3.6,Network,High,High,None,False,False,0,780,IAM System,False,0,In Progress,,9.5
VULN-000275,AST-09032,CVE-2020-56131,Privilege Escalation,0.4,Low,0.1,Local,Low,None,Required,False,False,0,956,Payment Gateway,True,782,Accepted,,0.7
VULN-000276,AST-06304,CVE-2023-26488,Memory Corruption,0.5,Low,0.1,Network,High,Low,None,False,False,0,261,IAM System,False,0,Accepted,,1.0
VULN-000277,AST-07888,CVE-2024-38183,SSRF,9.2,Critical,3.3,Network,High,High,Required,True,True,32,68,Network Device,True,41,Accepted,,10
VULN-000278,AST-05658,CVE-2021-76503,Memory Corruption,2.0,Low,1.0,Network,Low,Low,None,False,False,0,1060,Network Device,True,490,Mitigated,,0.1
VULN-000279,AST-09694,CVE-2026-21080,Use After Free,8.5,High,1.9,Adjacent,Low,None,None,False,False,0,581,Database Server,True,470,Accepted,,10
VULN-000280,AST-03943,CVE-2026-93832,Deserialization,2.1,Low,0.6,Local,High,None,Required,False,False,0,1084,Payment Gateway,True,19,Mitigated,,0.1
VULN-000281,AST-00889,CVE-2020-77883,LDAP Injection,5.2,Medium,1.7,Adjacent,Low,High,None,False,False,0,551,Domain Controller,True,344,Mitigated,,2.9
VULN-000282,AST-06599,CVE-2026-69090,Path Traversal,3.4,Low,1.0,Physical,High,Low,Required,False,False,0,675,Employee Laptop,True,638,Accepted,,5.7
VULN-000283,AST-09046,CVE-2026-66825,Buffer Overflow,9.5,Critical,3.9,Network,High,None,None,True,True,203,1061,IoT Device,True,424,Open,2026-11-02,10
VULN-000284,AST-07768,CVE-2021-84671,XSS,5.5,Medium,1.8,Network,High,Low,None,False,False,0,966,IoT Device,False,0,Open,2026-10-10,6.1
VULN-000285,AST-09190,CVE-2024-82703,Command Injection,9.1,Critical,3.9,Network,Low,None,Required,False,False,0,135,Web Server,True,130,In Progress,,9.3
VULN-000286,AST-03394,CVE-2020-76953,Improper Access Control,2.3,Low,1.1,Network,High,High,None,False,True,261,314,Firewall,True,92,In Progress,,2.4
VULN-000287,AST-09688,CVE-2026-70651,RCE,2.3,Low,1.0,Network,Low,High,Required,False,True,13,435,Application Server,True,338,Mitigated,,0.1
VULN-000288,AST-08695,CVE-2025-67617,Buffer Overflow,3.4,Low,1.4,Local,High,None,Required,False,True,59,179,Workstation,True,55,Mitigated,,0.8
VULN-000289,AST-02050,CVE-2021-77687,Race Condition,0.4,Low,0.2,Adjacent,High,High,None,False,False,0,865,Storage Bucket,True,102,In Progress,,0.7
VULN-000290,AST-04548,CVE-2026-59706,Use After Free,2.2,Low,0.5,Local,Low,Low,None,False,False,0,246,Application Server,False,0,False Positive,,2.3
VULN-000291,AST-07294,CVE-2026-29042,SQL Injection,9.7,Critical,3.1,Network,Low,Low,Required,False,False,0,276,File Server,True,274,Accepted,,10
VULN-000292,AST-05812,CVE-2026-17639,SQL Injection,6.7,Medium,2.9,Network,High,None,Required,False,False,0,260,Workstation,True,241,Mitigated,,3.2
VULN-000293,AST-09496,CVE-2026-59652,Insecure Default Configuration,4.8,Medium,1.6,Local,Low,Low,None,False,False,0,382,IoT Device,True,178,Mitigated,,2.5
VULN-000294,AST-02302,CVE-2022-20129,Buffer Overflow,8.5,High,3.2,Network,High,High,None,False,False,0,997,Email Server,True,277,Open,2026-10-12,9.8
VULN-000295,AST-07494,CVE-2021-86038,Information Disclosure,0.4,Low,0.2,Network,High,Low,Required,False,False,0,262,Employee Laptop,True,47,Mitigated,,0.1
VULN-000296,AST-02017,CVE-2020-17146,XXE,6.0,Medium,1.3,Physical,High,Low,None,False,False,0,1117,Application Server,True,504,Mitigated,,2.5
VULN-000297,AST-09971,CVE-2021-64532,Use After Free,9.8,Critical,3.9,Network,Low,High,Required,True,True,206,249,Network Device,False,0,In Progress,,10
VULN-000298,AST-01333,CVE-2025-97011,SQL Injection,9.6,Critical,3.7,Adjacent,Low,High,None,False,False,0,844,Web Server,True,621,Accepted,,9.5
VULN-000299,AST-07129,CVE-2022-50344,Deserialization,5.7,Medium,1.8,Network,Low,None,None,False,True,644,1045,Storage Bucket,True,37,Mitigated,,3.0
VULN-000300,AST-05367,CVE-2025-18745,Cryptographic Weakness,8.4,High,2.3,Local,Low,High,None,False,False,0,877,Network Device,True,852,Mitigated,,8.0
VULN-000301,AST-09735,CVE-2025-58196,Buffer Overflow,9.5,Critical,3.2,Adjacent,Low,High,Required,False,False,0,605,Application Server,True,140,Open,2026-10-01,10
VULN-000302,AST-02563,CVE-2026-60366,RCE,4.8,Medium,1.7,Network,High,High,None,False,False,0,119,Email Server,True,7,Mitigated,,2.1
