impact_id,asset_id,business_unit_id,revenue_per_hour,downtime_cost_per_hour,customer_impact_cost,data_record_cost,regulatory_penalty_estimate,legal_cost_estimate,recovery_cost_estimate,reputation_impact_cost,productivity_loss_per_hour,maximum_tolerable_loss,estimated_total_impact
IMP-000249,AST-00249,BU-0127,43913,59866,1578,4622,205195,78966,590041,3989420,32588,6250413,6301984
IMP-000250,AST-00250,BU-0123,11647,17977,4515,20176,290050,168877,163498,548980,3674,716526,1607368
IMP-000251,AST-00251,BU-0095,497959,741154,109078,5998,14500126,8799693,14785866,96690717,381009,27992920,152673176
IMP-000252,AST-00252,BU-0072,45200,78937,16097,4289,605565,315979,728219,7887245,34615,10676167,11447593
IMP-000253,AST-00253,BU-0125,868,1281,115,5064,346390,126216,19380,286330,419,2700799,809175
IMP-000254,AST-00254,BU-0133,528877,672845,143110,6632,3957861,3007188,11784723,46552713,338844,10924613,81593875
IMP-000255,AST-00255,BU-0069,13775,18916,3771,10863,2007433,990454,194577,1394207,7837,16701143,5044426
IMP-000256,AST-00256,BU-0056,42708,73106,1257,3463,1651363,882100,611764,6992063,22890,13089326,11893091
IMP-000257,AST-00257,BU-0117,5513,6711,1794,11633,1530728,530247,109783,3077258,1931,50121504,5410874
IMP-000258,AST-00258,BU-0005,99876,142311,91263,8854,6344865,3152350,2416015,11379251,49460,77589404,26799208
IMP-000259,AST-00259,BU-0058,72859,103639,10228,24009,659465,374187,2011124,7169413,29783,11068953,12711753
IMP-000260,AST-00260,BU-0138,1061644,1992755,95710,15304,3642406,2195367,34485777,45685829,650664,61930995,133931209
IMP-000261,AST-00261,BU-0059,3074,5890,933,13161,901104,554234,33077,992433,1916,8416245,2623141
IMP-000262,AST-00262,BU-0059,11682,18230,3552,7934,386711,196499,166319,1793486,6194,6764504,2984087
IMP-000263,AST-00263,BU-0139,414041,572128,55087,13924,97812,77706,6497477,34696203,222735,68632935,55155357
IMP-000264,AST-00264,BU-0031,69389,121106,2070,22919,401205,165064,1540513,6445614,27763,11734818,11461010
IMP-000265,AST-00265,BU-0128,49019,83808,1184,7589,274399,125546,515316,3233207,16638,2249343,6161044
IMP-000266,AST-00266,BU-0004,236548,403289,42725,13910,4828346,2864068,2153763,18523697,170469,37549114,38091535
IMP-000267,AST-00267,BU-0147,923,1698,286,12341,7726,5331,22712,169758,587,282410,246565
IMP-000268,AST-00268,BU-0035,2766,3586,787,23504,625767,296528,18086,3142652,1496,10420004,4169884
IMP-000269,AST-00269,BU-0070,4003,7125,500,12234,347326,112596,48800,1039665,1701,15007132,1719887
IMP-000270,AST-00270,BU-0019,38978,61083,1666,7389,231686,97299,545207,6425751,13403,10300474,8767601
IMP-000271,AST-00271,BU-0113,24099,35817,4733,23198,4304516,3189380,439787,6936065,9066,42747540,15734089
IMP-000272,AST-00272,BU-0137,15128,18563,2336,15796,15698086,5995765,316735,5346806,9284,94656175,27805240
IMP-000273,AST-00273,BU-0060,112208,220238,46452,22091,2036001,1595843,2373921,7809140,49642,8728252,19147069
IMP-000274,AST-00274,BU-0072,20233,36424,7115,22798,781999,365361,261664,2010463,6426,4903076,4300778
IMP-000275,AST-00275,BU-0032,43825,76439,2309,13243,393712,179874,918576,1291022,13798,4362372,4620029
IMP-000276,AST-00276,BU-0066,96242,180182,33911,10014,1006900,661649,2448638,3747460,49666,19945908,12222926
IMP-000277,AST-00277,BU-0122,1045,2080,143,19882,31205,14884,30672,388002,605,446196,514826
IMP-000278,AST-00278,BU-0108,115148,141020,27082,5680,7596429,2660036,1647289,11897924,37945,148298385,27213240
IMP-000279,AST-00279,BU-0124,448,665,145,7077,123435,88538,8466,419205,208,649842,655749
IMP-000280,AST-00280,BU-0114,7029,12185,2268,8970,116441,86005,149595,5913165,3284,15020897,6559914
IMP-000281,AST-00281,BU-0117,62782,108373,59460,11557,1140605,400309,1619742,7202091,37198,17608324,13023159
IMP-000282,AST-00282,BU-0100,5758,8701,5325,13794,63810,35622,73834,344610,1831,298882,732025
IMP-000283,AST-00283,BU-0122,5226,9113,157,18410,70172,29343,145084,898719,2199,480886,1362187
IMP-000284,AST-00284,BU-0150,2945,5030,777,22666,9814,4892,44170,54583,2119,327830,234956
IMP-000285,AST-00285,BU-0100,1211,2323,81,11242,60154,36024,45121,116441,763,230069,313573
IMP-000286,AST-00286,BU-0032,1217,2364,130,10776,2021707,1438994,39609,1597274,789,7249182,5154450
IMP-000287,AST-00287,BU-0118,4134,6800,822,8636,425055,294002,100117,2757097,3268,40429485,3740293
IMP-000288,AST-00288,BU-0131,38564,58798,11515,4942,2202360,1041833,605669,6088914,28706,14803140,11361443
IMP-000289,AST-00289,BU-0143,1705290,2701561,541709,13036,7328603,5735911,35981134,78481390,1146856,83376754,192906211
IMP-000290,AST-00290,BU-0067,1944,3439,1754,9786,847810,310628,22012,1082464,1400,19666527,2347204
IMP-000291,AST-00291,BU-0027,6087,11919,1834,3636,169892,121198,230651,1058310,4611,11453443,1867941
IMP-000292,AST-00292,BU-0072,13775,20433,596,8057,168941,80907,275904,1196195,8588,17155709,2212935
IMP-000293,AST-00293,BU-0117,252661,420240,52380,9942,2244298,1161940,2374016,24242805,153657,46399378,40161199
IMP-000294,AST-00294,BU-0008,21863,39521,1846,13728,440711,196174,591796,934911,13903,3176110,3113942
IMP-000295,AST-00295,BU-0124,1344,2065,334,13139,86028,54371,37322,77988,743,537115,305603
IMP-000296,AST-00296,BU-0008,87,105,32,19322,241101,98628,2006,732929,70,3227592,1077216
IMP-000297,AST-00297,BU-0123,8063,12279,3093,9200,172179,57504,113283,266425,5095,1408022,907180
IMP-000298,AST-00298,BU-0069,120534,174613,63220,8754,732222,356877,884209,16206965,88963,15993861,22434205
IMP-000299,AST-00299,BU-0117,142409,184169,80335,12961,2797767,1581784,2828114,38401935,78397,31861182,50109991
IMP-000300,AST-00300,BU-0063,129782,206497,8264,5635,1332239,660738,1885757,7836128,94756,19416996,16679054
IMP-000301,AST-00301,BU-0098,1389,2427,899,24722,36894,22870,47980,102799,800,419062,269690
IMP-000302,AST-00302,BU-0015,56572,90934,5450,16351,94467,47502,1049749,3350946,39338,5245983,6730530
IMP-000303,AST-00303,BU-0130,264438,335348,106951,6494,2897571,928784,2135904,23261934,140720,20082044,37379496
IMP-000304,AST-00304,BU-0139,108818,139901,48661,19504,5340440,2117436,1621753,6781967,66549,44874613,19267881
IMP-000305,AST-00305,BU-0052,42708,64575,1186,12881,97594,38990,789825,5713614,31351,3079387,8191009
IMP-000306,AST-00306,BU-0131,4297,5749,35,8720,58592,34628,96623,778500,2883,42129916,1106354
IMP-000307,AST-00307,BU-0011,7368,13839,1464,10213,1248822,615917,155981,563047,5349,6652709,2917367
IMP-000308,AST-00308,BU-0126,38807,68416,3687,22202,923510,416425,812750,3990406,28327,6104541,7788762
IMP-000309,AST-00309,BU-0021,84611,144621,99706,17493,1301185,629609,2606055,3336067,60781,12372705,11443526
IMP-000310,AST-00310,BU-0063,80202,146894,23071,24666,54200,17623,1605072,8505122,60454,19924100,13730544
IMP-000311,AST-00311,BU-0144,78074,121843,2903,13710,208991,121023,1889111,18876569,36292,47410461,24022829
IMP-000312,AST-00312,BU-0101,71,96,27,22823,1168,699,1590,41976,48,189197,47764
IMP-000313,AST-00313,BU-0008,1171,2252,21,17794,44444,13470,17045,94976,738,2289333,224004
IMP-000314,AST-00314,BU-0078,74234,106203,5287,5634,3885537,2201307,893534,12390194,56647,218437784,21924731
IMP-000315,AST-00315,BU-0016,46047,67061,38752,4544,350594,194376,750042,10758263,15255,4945367,13701491
IMP-000316,AST-00316,BU-0029,114127,225207,77233,7636,84005,29928,2614269,12853583,82917,13140676,21063986
IMP-000317,AST-00317,BU-0078,252712,399127,90985,13241,2735813,1191699,3735382,29496376,96342,189763471,46829303
IMP-000318,AST-00318,BU-0061,64558,116500,33824,5967,274940,219541,2202564,10301738,29878,8312680,15828607
IMP-000319,AST-00319,BU-0111,13254,20144,1133,5467,725452,458755,327387,480877,7835,16134567,2477060
IMP-000320,AST-00320,BU-0047,9110,18191,1409,8902,33301,22242,146986,1253597,6201,818844,1894119
IMP-000321,AST-00321,BU-0036,3952,5406,546,19931,100951,58483,101309,3264417,2749,5577260,3655450
IMP-000322,AST-00322,BU-0034,191675,315002,14402,14101,136737,57397,5424513,15926698,71278,4636267,29119795
IMP-000323,AST-00323,BU-0013,75781,123810,27845,8735,222812,72550,2233586,4720475,55594,5975507,10248708
IMP-000324,AST-00324,BU-0020,49436,77168,12376,23352,45897,34851,1500091,8074660,21243,6993950,11519907
IMP-000325,AST-00325,BU-0045,1184,2085,78,9975,68519,53477,25150,240628,489,1782967,437892
IMP-000326,AST-00326,BU-0099,5224,9304,622,16608,9683,4358,123411,349603,2588,487791,710973
IMP-000327,AST-00327,BU-0131,277660,423788,24033,15405,1669610,1276936,2587844,12288022,182948,44546945,28017357
IMP-000328,AST-00328,BU-0022,88731,139006,19253,8922,159720,121776,1444335,2558082,43005,10092884,7639310
IMP-000329,AST-00329,BU-0090,414966,614395,155257,19778,1623165,1269101,5209322,24544002,144523,58246447,47546327
IMP-000330,AST-00330,BU-0096,298775,383945,257398,20691,3704119,1487765,4147318,37648407,90252,92044994,56459687
IMP-000331,AST-00331,BU-0125,511,616,173,14145,91281,66261,4714,70627,180,6202083,247840
IMP-000332,AST-00332,BU-0141,49310,90879,16411,17796,22204900,6813132,688231,6765783,29321,120647545,38669553
IMP-000333,AST-00333,BU-0151,2584,5038,745,15364,5627,2620,87881,152353,1085,211201,370138
IMP-000334,AST-00334,BU-0093,1355555,2146614,351555,4525,113670,53766,23208036,50087870,810658,87538359,125333633
IMP-000335,AST-00335,BU-0056,15474,20669,8852,4650,1003548,573407,340567,320473,9324,13348472,2742903
IMP-000336,AST-00336,BU-0111,497034,751020,230424,3298,2480635,1540905,10778782,24461845,370205,10888614,57517071
IMP-000337,AST-00337,BU-0139,238870,295354,4487,8168,9103129,3881084,4460213,69215996,95923,78763765,93753405
IMP-000338,AST-00338,BU-0089,829932,1589528,239595,5674,2686704,1715842,8168394,62480625,387382,38590770,113439832
IMP-000339,AST-00339,BU-0002,630795,1006943,229722,21368,9671710,3956666,11734144,100867418,380644,40914511,150626292
IMP-000340,AST-00340,BU-0067,68536,121204,13887,4740,679691,304648,1532746,9184262,49708,6265797,14624130
IMP-000341,AST-00341,BU-0062,150683,202782,169294,23792,2794438,1881934,1659451,18729008,110523,13527115,30100893
IMP-000342,AST-00342,BU-0001,10250,17530,667,11470,2075128,751308,223182,2837822,5944,35991169,6308827
IMP-000343,AST-00343,BU-0129,29749,47163,17165,16982,187509,122542,443092,2572220,23595,17594697,4474440
IMP-000344,AST-00344,BU-0106,1473900,1842197,560837,11421,4455417,3370254,21274769,186373635,1136624,66352627,260247640
IMP-000345,AST-00345,BU-0032,10956,18707,616,17102,384766,284366,331463,2594829,4824,7638499,4045008
IMP-000346,AST-00346,BU-0080,1074027,1516460,81502,16603,4348950,1956783,29741622,41531040,822172,109074922,114054937
IMP-000347,AST-00347,BU-0010,12893,21363,8725,3394,819634,308488,281585,834769,6942,2721269,2765913
IMP-000348,AST-00348,BU-0029,101953,167151,4221,5674,690977,213119,2331042,3842837,45220,4676564,11093820
IMP-000349,AST-00349,BU-0088,2926,3696,1593,21260,9161,6103,19936,346276,1654,497090,471773
IMP-000350,AST-00350,BU-0120,353725,609445,36001,14252,3446593,2297071,8274269,8410682,175922,53338132,37091296
IMP-000351,AST-00351,BU-0110,96725,184112,1543,11374,13779739,7307224,1626129,24703709,50644,42607008,51837032
IMP-000352,AST-00352,BU-0061,58410,108036,28095,19919,1860854,568328,936734,3245853,34111,6316658,9232728
IMP-000353,AST-00353,BU-0042,409740,713994,78345,18776,8536051,3017077,13955385,47612631,312114,67014511,90335345
IMP-000354,AST-00354,BU-0149,3296,4815,920,13596,29917,17179,36189,203308,2181,169396,403073
IMP-000355,AST-00355,BU-0113,120493,188142,15289,23074,2657604,868809,3362118,15937764,87064,36502582,27356992
IMP-000356,AST-00356,BU-0130,201634,344038,44516,6667,244425,192155,5800542,21419285,150335,15124076,35957835
IMP-000357,AST-00357,BU-0030,80345,134893,58265,4631,278796,162307,2389290,7349727,58582,3104593,13475817
IMP-000358,AST-00358,BU-0013,56836,112640,36686,18885,1197730,692253,1128344,2863236,45059,3033945,8621609
IMP-000359,AST-00359,BU-0059,51647,87546,1760,16398,1417926,989378,938565,5170652,16134,4263557,10619385
IMP-000360,AST-00360,BU-0059,7993,14936,2734,17212,496967,394318,242693,2192926,3200,8146805,3688102
IMP-000361,AST-00361,BU-0075,16358,23802,3494,7581,326128,185284,147176,3200704,10517,4831374,4434034
IMP-000362,AST-00362,BU-0054,120695,166566,17321,9460,774983,265564,1624466,6845078,91172,12064939,13524996
IMP-000363,AST-00363,BU-0045,12298,22274,1222,16121,80811,51260,113518,290049,4933,1083415,1071436
IMP-000364,AST-00364,BU-0037,117376,142916,45216,11439,610009,426837,1418645,10139214,79099,11672694,16069905
IMP-000365,AST-00365,BU-0098,157,262,73,13136,6417,3503,3839,22587,103,302611,42707
IMP-000366,AST-00366,BU-0067,68536,83219,68591,6642,532068,245095,1622831,12318784,22432,15200822,16784625
IMP-000367,AST-00367,BU-0042,368766,733417,172525,23059,3532355,1782729,5406954,75781218,283343,127842450,104277789
IMP-000368,AST-00368,BU-0008,24466,29520,2561,11504,517183,388783,297166,1489649,15648,3191536,3403822
IMP-000369,AST-00369,BU-0113,117481,192883,40932,9843,2480249,1582326,3580779,17178813,91358,34746885,29492291
IMP-000370,AST-00370,BU-0136,583904,838116,80664,17353,8542434,4761326,7166891,51390389,194006,53152259,92056488
IMP-000371,AST-00371,BU-0002,741184,1198205,325365,14309,115354,91767,22874294,24622068,514255,90733197,76785768
IMP-000372,AST-00372,BU-0147,2637,4623,952,11936,11300,8644,88485,256027,1682,127248,476360
IMP-000373,AST-00373,BU-0147,3472,5022,1114,4043,9628,6412,68500,96030,2733,201973,302212
IMP-000374,AST-00374,BU-0128,970,1797,20,23880,607363,370196,32141,69117,372,7387283,1121965
IMP-000375,AST-00375,BU-0037,113819,191646,21196,4222,1494464,1155192,2761531,5112798,66367,8575127,15144685
IMP-000376,AST-00376,BU-0053,44564,53935,13456,17265,276299,107756,275913,3314643,33011,12570266,5282507
IMP-000377,AST-00377,BU-0071,89109,155032,46268,6780,109191,64971,2925606,5244448,35695,7684834,12111252
IMP-000378,AST-00378,BU-0062,187138,298668,145546,22929,653460,375142,5122954,4927547,139534,18057765,18392681
IMP-000379,AST-00379,BU-0072,5596,9683,3298,11719,355459,255660,109415,524246,3977,9645774,1480470
IMP-000380,AST-00380,BU-0101,61,83,6,16835,17641,13882,1407,9705,37,464545,44633
IMP-000381,AST-00381,BU-0120,326162,431271,128168,23164,3733072,2002163,3795019,39039049,222827,42382949,59047975
IMP-000382,AST-00382,BU-0094,23238,33977,1423,5620,621630,447386,630336,3928878,13226,105876084,6445101
IMP-000383,AST-00383,BU-0147,2989,5414,1118,5407,35117,22563,108111,308685,1288,78776,605530
IMP-000384,AST-00384,BU-0129,99164,192297,5408,14826,1330332,684720,3070383,28919465,47049,24148008,38625436
IMP-000385,AST-00385,BU-0118,335350,653620,85444,14636,208522,79023,3281673,23936967,118797,31016850,43278509
IMP-000386,AST-00386,BU-0035,177842,324961,36477,18183,516003,368721,1714067,13260142,140890,15188503,23694474
IMP-000387,AST-00387,BU-0124,7914,12939,8311,14634,54703,19931,96492,521189,5024,1549435,1011162
IMP-000388,AST-00388,BU-0070,123978,188186,47336,8203,421099,147751,3400124,3470049,95779,14496223,12002823
IMP-000389,AST-00389,BU-0137,32646,56435,3313,4285,3427286,1280901,811655,2081205,12138,112897845,8958800
IMP-000390,AST-00390,BU-0095,298775,433830,135197,7408,1776180,1249412,8101484,44249296,101267,45450360,65923489
IMP-000391,AST-00391,BU-0026,71519,137563,36355,17706,162129,122134,1879663,11540552,24290,6949776,17042345
IMP-000392,AST-00392,BU-0012,40259,77560,15509,5233,22153,13802,606037,832068,20864,6271168,3351009
IMP-000393,AST-00393,BU-0002,1195881,2320654,84986,17885,9910111,3086429,43848960,22838819,586527,70378243,135465001
IMP-000394,AST-00394,BU-0132,181801,346266,83546,19342,1225689,751686,5579822,12708552,101616,10927510,28659679
IMP-000395,AST-00395,BU-0115,271110,420336,84894,18328,5544702,2449925,5971523,22614222,140770,9998710,46753330
IMP-000396,AST-00396,BU-0144,28764,55866,31383,23560,12962426,4597830,397570,9696839,17461,131049455,29026832
IMP-000397,AST-00397,BU-0084,2438,4820,1343,17314,133893,50926,58650,166221,1475,792899,526713
IMP-000398,AST-00398,BU-0146,1479288,2401506,66844,20354,22453801,12479117,47361888,161355056,562376,90354776,301352850
IMP-000399,AST-00399,BU-0048,14803,25784,9355,16370,131221,68546,499811,1910590,7695,1285337,3238339
IMP-000400,AST-00400,BU-0120,413445,763295,85161,3167,3657256,2287423,12053654,33298731,166122,35503864,69701305
IMP-000401,AST-00401,BU-0067,6416,10219,141,11108,403846,198222,167326,1197179,4078,10452280,2211970
IMP-000402,AST-00402,BU-0066,146,259,51,18731,1292713,721336,4401,640769,69,18865156,2665486
IMP-000403,AST-00403,BU-0051,3714,4526,1056,15635,577066,181791,50294,1908005,1308,3154459,2826836
IMP-000404,AST-00404,BU-0151,1055,2061,225,20895,65774,36762,38437,114266,833,229798,304928
IMP-000405,AST-00405,BU-0107,1340327,2188019,1382386,3595,13835244,4282658,23526966,91119610,975008,98905616,186659320
IMP-000406,AST-00406,BU-0012,8157,12512,1490,11705,59468,38394,112354,438746,4334,10338788,950740
IMP-000407,AST-00407,BU-0083,26324,51549,9105,16747,25813260,20229242,390028,6102346,18213,97203491,53781157
IMP-000408,AST-00408,BU-0122,14782,20325,1641,13344,3991,1896,121332,590524,7928,645342,1207184
IMP-000409,AST-00409,BU-0058,646,799,36,22177,1210017,819288,10538,534371,397,6108990,2593426
IMP-000410,AST-00410,BU-0114,34140,50192,4848,8761,4374022,1786509,710570,4361923,23528,26976583,12442480
IMP-000411,AST-00411,BU-0092,1286394,1617532,441944,19785,660117,208385,21302000,71977740,451798,56216240,133410954
IMP-000412,AST-00412,BU-0002,473096,672991,163731,6386,2667436,2038681,3831178,67375305,183642,68285553,92228115
IMP-000413,AST-00413,BU-0037,112634,184792,18461,4364,2041880,751035,3194518,6851321,88705,4213727,17292223
IMP-000414,AST-00414,BU-0077,14215,18583,1817,22487,6274801,2179878,215801,6746924,11297,217537556,15865213
IMP-000415,AST-00415,BU-0122,5226,7070,659,21421,266130,91597,74528,1290616,4056,1343610,1893210
IMP-000416,AST-00416,BU-0078,63178,121022,14187,15650,9846174,7315109,640506,14067723,29241,93377831,34788227
IMP-000417,AST-00417,BU-0124,8511,15059,1827,16996,43664,31180,75890,1276861,4571,1040078,1790838
IMP-000418,AST-00418,BU-0055,82630,130259,56706,21243,1785318,1032213,1027394,6080866,42677,12283452,13108713
IMP-000419,AST-00419,BU-0001,622910,1105983,170449,11330,17397809,7690417,11375368,52238649,313559,96956971,115416284
IMP-000420,AST-00420,BU-0104,1542989,1879614,251611,9331,33186697,22574465,37580393,114882170,1182757,163131460,253586072
IMP-000421,AST-00421,BU-0135,176292,322865,12424,13558,6062356,4404743,6428936,8462403,105847,24784210,33119622
IMP-000422,AST-00422,BU-0139,461815,713241,141928,10411,10647398,7167103,8391311,31584675,154877,87271222,75050199
IMP-000423,AST-00423,BU-0028,53259,72455,43739,24847,1261862,462594,887744,3252816,32931,5534813,7647675
IMP-000424,AST-00424,BU-0057,55336,74792,18159,4571,616848,201428,904999,3883905,28865,5932660,7420347
