risk_id,organization_id,business_unit_id,asset_id,vulnerability_id,threat_id,likelihood_score,impact_score,inherent_risk,control_effectiveness,residual_risk,incident_probability,single_loss_expectancy,annual_rate_of_occurrence,expected_annual_loss,value_at_risk,financial_exposure,risk_reduction_potential,current_security_spend,recommended_security_spend,risk_score
RISK-000143,ORG-004,BU-0024,AST-08014,VULN-022090,THREAT-02027,2.3,9.3,2.14,0.39,1.31,0.1533,1412270,0.199,281042,957812,568386,0.22,492456,503290,1.32
RISK-000144,ORG-019,BU-0119,AST-07283,VULN-029803,THREAT-01703,1.9,2.6,0.49,0.52,0.24,0.1267,955844,0.234,223667,674944,426150,0.08,533424,537691,0.24
RISK-000145,ORG-011,BU-0064,AST-05908,VULN-015461,THREAT-00179,1.1,3.3,0.36,0.42,0.21,0.0733,1162038,0.132,153389,324887,250855,0.05,438718,440912,0.23
RISK-000146,ORG-022,BU-0129,AST-09335,VULN-023206,THREAT-03898,3.7,3.6,1.33,0.46,0.72,0.2467,1738677,0.701,1218813,4265687,2498519,0.23,759778,777253,0.76
RISK-000147,ORG-008,BU-0047,AST-02421,VULN-020917,THREAT-03686,5.9,10,5.9,0.7,1.77,0.3933,261368,0.251,65603,99660,95501,0.94,32486,35540,1.88
RISK-000148,ORG-025,BU-0149,AST-02135,VULN-026165,THREAT-02470,1.8,8.3,1.49,0.83,0.25,0.12,21558,0.187,4031,8322,6528,0.08,46787,47161,0.23
RISK-000149,ORG-005,BU-0029,AST-04314,VULN-010322,THREAT-01065,7.0,10,7.0,0.28,5.04,0.4667,3414752,0.549,1874699,2921029,2751008,1.06,481220,532229,4.83
RISK-000150,ORG-001,BU-0004,AST-06630,VULN-027183,THREAT-04519,0.9,3.3,0.3,0.65,0.1,0.06,1601245,0.057,91271,168839,141923,0.02,1438885,1441763,0.11
RISK-000151,ORG-008,BU-0049,AST-06324,VULN-000729,THREAT-00388,7.6,4.8,3.65,0.8,0.73,0.5067,19125,1.326,25360,63844,44513,0.42,138979,144816,0.66
RISK-000152,ORG-009,BU-0052,AST-00551,VULN-018905,THREAT-02192,6.0,10,6.0,0.35,3.9,0.4,3862142,0.394,1521684,3925801,2699424,0.74,185120,198819,4.26
RISK-000153,ORG-006,BU-0033,AST-02574,VULN-007964,THREAT-02396,2.9,10,2.9,0.64,1.04,0.1933,3879408,0.411,1594437,3172018,2546042,0.41,362986,377868,1.09
RISK-000154,ORG-008,BU-0044,AST-06646,VULN-006926,THREAT-03462,1.7,8.8,1.5,0.5,0.75,0.1133,387887,0.314,121797,279553,205663,0.22,136541,139545,0.82
RISK-000155,ORG-015,BU-0094,AST-01466,VULN-011337,THREAT-03722,1.8,10,1.8,0.59,0.74,0.12,16716381,0.133,2223279,4270551,3504444,0.35,1242956,1286459,0.67
RISK-000156,ORG-010,BU-0058,AST-03426,VULN-014144,THREAT-00950,3.5,9.3,3.26,0.7,0.98,0.2333,2365642,0.417,986473,2873895,1848642,0.26,123621,126835,0.92
RISK-000157,ORG-015,BU-0095,AST-05902,VULN-028404,THREAT-02365,2.8,8.6,2.41,0.49,1.23,0.1867,17303843,0.138,2387930,3704687,3499336,0.34,699123,722893,1.17
RISK-000158,ORG-020,BU-0121,AST-07742,VULN-022669,THREAT-04891,4.8,9.4,4.51,0.4,2.71,0.32,624886,0.841,525529,1281284,909914,0.62,40304,42803,2.77
RISK-000159,ORG-004,BU-0024,AST-00132,VULN-006030,THREAT-01859,1.3,10,1.3,0.7,0.39,0.0867,1976096,0.163,322104,1115321,656700,0.21,93585,95550,0.41
RISK-000160,ORG-005,BU-0032,AST-08251,VULN-005790,THREAT-03633,4.9,2.4,1.18,0.39,0.72,0.3267,48506,0.401,19451,42494,32199,0.21,147973,151080,0.79
RISK-000161,ORG-017,BU-0110,AST-02417,VULN-015395,THREAT-02645,4.4,8.3,3.65,0.72,1.02,0.2933,39948568,0.659,26326106,62695423,45134733,0.45,1285005,1342830,0.92
RISK-000162,ORG-023,BU-0136,AST-07738,VULN-006511,THREAT-01341,5.5,10,5.5,0.21,4.35,0.3667,7594997,0.565,4291173,9917442,7266406,0.68,1353532,1445572,4.77
RISK-000163,ORG-003,BU-0011,AST-06629,VULN-004191,THREAT-02712,1.4,3.9,0.55,0.81,0.1,0.0933,471985,0.177,83541,267304,163732,0.05,293258,294724,0.1
RISK-000164,ORG-021,BU-0126,AST-07402,VULN-003225,THREAT-04114,2.6,8.5,2.21,0.2,1.77,0.1733,507619,0.234,118783,190148,175827,0.2,250065,255066,1.77
RISK-000165,ORG-010,BU-0060,AST-02566,VULN-004479,THREAT-00951,1.4,10,1.4,0.21,1.11,0.0933,2090515,0.146,305215,655605,501896,0.14,310838,315190,1.05
RISK-000166,ORG-004,BU-0021,AST-05418,VULN-023935,THREAT-02621,5.2,4.7,2.44,0.83,0.41,0.3467,101531,0.974,98891,335722,199608,0.23,144778,148108,0.37
RISK-000167,ORG-021,BU-0125,AST-09724,VULN-025727,THREAT-00099,3.9,8.5,3.31,0.7,0.99,0.26,687917,0.749,515250,944908,798722,0.54,484021,510158,0.89
RISK-000168,ORG-007,BU-0042,AST-04532,VULN-018666,THREAT-03513,6.3,9.8,6.17,0.79,1.3,0.42,16171885,0.804,13002196,23164841,19951648,0.44,507872,530218,1.21
RISK-000169,ORG-012,BU-0074,AST-00509,VULN-011274,THREAT-03467,2.0,10,2.0,0.75,0.5,0.1333,824726,0.282,232573,463722,371690,0.13,348612,353144,0.47
RISK-000170,ORG-010,BU-0061,AST-09121,VULN-017282,THREAT-01710,5.4,10,5.4,0.49,2.75,0.36,4214475,0.654,2756267,8311233,5249637,1.06,430906,476582,2.77
RISK-000171,ORG-018,BU-0111,AST-08857,VULN-012857,THREAT-00052,5.5,10,5.5,0.78,1.21,0.3667,8446776,0.896,7568311,21134296,13908600,0.67,1025998,1094740,1.12
RISK-000172,ORG-003,BU-0012,AST-09048,VULN-003542,THREAT-01344,0.5,4.3,0.21,0.79,0.04,0.0333,500120,0.077,38509,123241,75481,0.02,354233,354941,0.04
RISK-000173,ORG-024,BU-0144,AST-00214,VULN-008745,THREAT-01881,1.0,5.0,0.5,0.6,0.2,0.0667,4123936,0.123,507244,1357204,914405,0.08,764378,770493,0.2
RISK-000174,ORG-023,BU-0136,AST-04226,VULN-014547,THREAT-04603,2.1,10,2.1,0.31,1.45,0.14,9739544,0.357,3477017,7443065,5709936,0.36,1098068,1137598,1.52
RISK-000175,ORG-012,BU-0074,AST-08131,VULN-000015,THREAT-01110,6.1,10,6.1,0.56,2.68,0.4067,2425225,1.193,2893293,5449627,4528181,0.87,267741,291034,2.7
RISK-000176,ORG-006,BU-0036,AST-09992,VULN-021386,THREAT-02253,3.1,2.2,0.68,0.79,0.14,0.2067,44352,0.169,7495,20965,13784,0.06,486888,489809,0.15
RISK-000177,ORG-008,BU-0047,AST-00320,VULN-004011,THREAT-03634,2.8,10,2.8,0.21,2.21,0.1867,93332,0.12,11200,18166,16650,0.18,149546,152238,2.0
RISK-000178,ORG-022,BU-0135,AST-01436,VULN-013569,THREAT-03873,0.5,4.4,0.22,0.51,0.11,0.0333,239420,0.035,8380,17969,13771,0.04,1219539,1224417,0.11
RISK-000179,ORG-006,BU-0035,AST-03952,VULN-002201,THREAT-00812,2.2,5.8,1.28,0.59,0.52,0.1467,1124037,0.399,448491,737593,669769,0.14,210300,213244,0.47
RISK-000180,ORG-024,BU-0142,AST-02003,VULN-012100,THREAT-00732,0.3,5.9,0.18,0.82,0.03,0.02,4330252,0.015,64954,122171,101605,0.01,506044,506550,0.03
RISK-000181,ORG-022,BU-0135,AST-03224,VULN-000680,THREAT-00475,3.2,3.2,1.02,0.61,0.4,0.2133,550272,0.455,250374,706667,462374,0.13,1473986,1493148,0.41
RISK-000182,ORG-020,BU-0123,AST-06736,VULN-008659,THREAT-04955,5.2,9.9,5.15,0.63,1.91,0.3467,307129,0.44,135137,410111,258170,0.83,41302,44730,1.93
RISK-000183,ORG-009,BU-0054,AST-01340,VULN-001367,THREAT-04571,3.1,10,3.1,0.45,1.71,0.2067,2684626,0.56,1503391,4445329,2836990,0.57,372684,393927,1.8
RISK-000184,ORG-004,BU-0020,AST-00972,VULN-004602,THREAT-04056,8.8,7.7,6.78,0.8,1.36,0.5867,523807,0.477,249856,739662,471755,0.82,353722,382727,1.47
RISK-000185,ORG-012,BU-0072,AST-09081,VULN-005937,THREAT-04182,5.0,5.3,2.65,0.56,1.17,0.3333,710227,0.618,438920,1398544,858483,0.45,129608,135440,1.21
RISK-000186,ORG-024,BU-0144,AST-01889,VULN-024221,THREAT-01438,2.7,4.3,1.16,0.64,0.42,0.18,536745,0.125,67093,188956,123780,0.17,756658,769521,0.38
RISK-000187,ORG-019,BU-0116,AST-07266,VULN-016767,THREAT-00014,1.4,2.2,0.31,0.79,0.07,0.0933,185903,0.193,35879,68896,56548,0.02,766556,768089,0.08
RISK-000188,ORG-020,BU-0122,AST-08500,VULN-027381,THREAT-03059,2.7,3.9,1.05,0.46,0.57,0.18,98340,0.513,50448,162342,99151,0.15,137285,139344,0.56
RISK-000189,ORG-003,BU-0017,AST-06126,VULN-016089,THREAT-01929,3.0,2.8,0.84,0.37,0.53,0.2,102430,0.491,50293,114837,84744,0.12,195776,198125,0.5
RISK-000190,ORG-007,BU-0040,AST-07108,VULN-006592,THREAT-02633,3.7,8.1,3.0,0.37,1.89,0.2467,7392694,0.681,5034425,17587642,10310718,0.25,1011667,1036959,1.96
RISK-000191,ORG-020,BU-0124,AST-09214,VULN-025661,THREAT-01924,1.9,8.0,1.52,0.46,0.82,0.1267,180143,0.329,59267,96880,88331,0.18,67447,68661,0.84
RISK-000192,ORG-016,BU-0100,AST-01878,VULN-025326,THREAT-03228,4.8,10,4.8,0.28,3.46,0.32,118672,0.525,62303,145415,105928,0.7,51962,55599,3.59
RISK-000193,ORG-010,BU-0061,AST-02253,VULN-026598,THREAT-00644,2.5,10,2.5,0.82,0.45,0.1667,2216648,0.229,507612,1317851,902967,0.19,364976,371911,0.41
RISK-000194,ORG-009,BU-0054,AST-08184,VULN-016211,THREAT-02055,5.2,10,5.2,0.42,3.02,0.3467,904667,0.571,516565,829088,765291,0.8,407528,440130,2.85
RISK-000195,ORG-003,BU-0016,AST-01561,VULN-017311,THREAT-04055,3.1,3.7,1.15,0.39,0.7,0.2067,429777,0.616,264743,412628,388531,0.16,493991,501895,0.69
RISK-000196,ORG-018,BU-0114,AST-08703,VULN-014864,THREAT-02219,3.1,4.0,1.24,0.84,0.2,0.2067,57450,0.573,32919,88606,59501,0.08,514491,518607,0.21
RISK-000197,ORG-024,BU-0142,AST-06519,VULN-018469,THREAT-03310,3.0,1.9,0.57,0.79,0.12,0.2,69718,0.206,14362,36018,25167,0.05,741674,745382,0.13
RISK-000198,ORG-018,BU-0114,AST-05882,VULN-018591,THREAT-02041,4.5,8.9,4.01,0.7,1.2,0.3,5954131,0.362,2155395,3824501,3302745,0.55,354535,374034,1.12
RISK-000199,ORG-002,BU-0008,AST-04997,VULN-000328,THREAT-04370,4.7,8.9,4.18,0.3,2.93,0.3133,201838,0.696,140479,231655,209976,0.42,259487,270385,3.01
RISK-000200,ORG-018,BU-0112,AST-02367,VULN-022775,THREAT-02701,3.7,8.9,3.29,0.21,2.6,0.2467,8053162,0.692,5572788,12005458,9174425,0.39,829441,861789,2.46
RISK-000201,ORG-001,BU-0001,AST-08374,VULN-002420,THREAT-01103,3.7,10,3.7,0.22,2.89,0.2467,18907303,0.624,11798157,39509851,23651112,0.3,730526,752442,2.87
RISK-000202,ORG-012,BU-0075,AST-00540,VULN-005739,THREAT-04532,2.5,5.1,1.27,0.33,0.85,0.1667,447812,0.166,74337,244883,147802,0.16,300811,305624,0.85
RISK-000203,ORG-006,BU-0033,AST-03440,VULN-027387,THREAT-01703,4.7,10,4.7,0.46,2.54,0.3133,878480,0.814,715083,1600174,1195135,0.76,400422,430854,2.73
RISK-000204,ORG-002,BU-0006,AST-03306,VULN-004934,THREAT-00667,1.7,3.1,0.53,0.79,0.11,0.1133,204636,0.174,35607,106947,67691,0.07,334659,337002,0.12
RISK-000205,ORG-022,BU-0134,AST-05160,VULN-017808,THREAT-03977,4.3,8.9,3.83,0.31,2.64,0.2867,7738489,0.454,3513274,9172703,6265085,0.49,824980,865404,2.43
RISK-000206,ORG-010,BU-0058,AST-08726,VULN-011087,THREAT-01617,3.3,9.9,3.27,0.53,1.54,0.22,2665023,0.582,1551043,5190397,3108162,0.61,311576,330582,1.39
RISK-000207,ORG-008,BU-0050,AST-04336,VULN-020825,THREAT-04793,3.5,5.4,1.89,0.73,0.51,0.2333,171553,0.171,29336,90162,56385,0.13,30876,31277,0.55
RISK-000208,ORG-013,BU-0077,AST-00621,VULN-028413,THREAT-04542,4.1,2.5,1.02,0.77,0.23,0.2733,6307640,0.273,1721986,4709236,3134757,0.07,874712,880835,0.24
RISK-000209,ORG-002,BU-0008,AST-08263,VULN-001530,THREAT-04794,6.7,8.4,5.63,0.75,1.41,0.4467,568944,0.947,538790,1159898,886759,0.72,253489,271740,1.34
RISK-000210,ORG-011,BU-0062,AST-00861,VULN-028756,THREAT-00822,2.3,10,2.3,0.74,0.6,0.1533,2925733,0.157,459340,1424074,886562,0.16,178132,180982,0.63
RISK-000211,ORG-011,BU-0066,AST-00487,VULN-020384,THREAT-00340,1.9,9.7,1.84,0.57,0.79,0.1267,5492849,0.21,1153498,3775671,2286199,0.21,108753,111037,0.87
RISK-000212,ORG-023,BU-0137,AST-00178,VULN-007685,THREAT-04308,0.8,9.3,0.74,0.46,0.4,0.0533,21639843,0.118,2553501,4115285,3788086,0.07,1418221,1428149,0.39
RISK-000213,ORG-005,BU-0026,AST-00594,VULN-023339,THREAT-00974,4.9,9.9,4.85,0.36,3.1,0.3267,2739888,0.944,2586454,7072858,4708311,0.75,346899,372916,3.23
RISK-000214,ORG-009,BU-0054,AST-05058,VULN-002007,THREAT-02314,5.4,10,5.4,0.55,2.43,0.36,1487374,1.036,1540919,5167625,3091206,1.05,146090,161429,2.5
RISK-000215,ORG-011,BU-0065,AST-07343,VULN-012411,THREAT-01258,0.1,10,0.1,0.5,0.05,0.0067,7213343,0.01,72133,237438,143364,0.02,415342,416173,0.05
RISK-000216,ORG-008,BU-0045,AST-03801,VULN-004036,THREAT-02418,1.9,10,1.9,0.38,1.18,0.1267,218035,0.106,23112,75083,45637,0.14,50896,51609,1.26
RISK-000217,ORG-013,BU-0079,AST-00547,VULN-000728,THREAT-03170,3.5,3.3,1.15,0.61,0.45,0.2333,3150497,0.353,1112125,2336898,1813194,0.2,553541,564612,0.46
RISK-000218,ORG-003,BU-0010,AST-08467,VULN-002903,THREAT-04754,1.9,4.9,0.93,0.6,0.37,0.1267,656552,0.081,53181,126176,91034,0.16,434339,441288,0.39
RISK-000219,ORG-022,BU-0129,AST-02218,VULN-009920,THREAT-04367,3.8,4.4,1.67,0.24,1.27,0.2533,2722923,0.518,1410474,3735009,2530977,0.2,541265,552090,1.24
RISK-000220,ORG-024,BU-0146,AST-04901,VULN-001766,THREAT-03101,2.0,10,2.0,0.7,0.6,0.1333,42676694,0.157,6700241,12759535,10528102,0.2,1256863,1282000,0.64
RISK-000221,ORG-004,BU-0023,AST-01630,VULN-028812,THREAT-03228,0.1,3.8,0.04,0.36,0.03,0.0067,246290,0.02,4926,15838,9677,0.01,356411,356767,0.03
RISK-000222,ORG-022,BU-0134,AST-00199,VULN-017953,THREAT-00503,3.9,10,3.9,0.62,1.48,0.26,5512172,0.253,1394580,3100484,2324725,0.54,1263736,1331978,1.36
RISK-000223,ORG-002,BU-0009,AST-01401,VULN-010082,THREAT-04652,1.6,10,1.6,0.77,0.37,0.1067,674653,0.159,107270,342469,210011,0.22,60117,61440,0.34
RISK-000224,ORG-023,BU-0137,AST-05664,VULN-007836,THREAT-02880,0.3,10,0.3,0.77,0.07,0.02,19730449,0.033,651105,1757779,1178439,0.04,1253092,1258104,0.07
RISK-000225,ORG-001,BU-0003,AST-03668,VULN-020076,THREAT-01407,2.1,5.3,1.11,0.35,0.72,0.14,1780949,0.097,172752,343316,275747,0.19,682054,695013,0.7
RISK-000226,ORG-005,BU-0030,AST-00854,VULN-029376,THREAT-01169,5.3,8.3,4.4,0.24,3.34,0.3533,753423,0.182,137123,249441,211955,0.54,447503,471668,3.24
RISK-000227,ORG-008,BU-0047,AST-04426,VULN-024053,THREAT-01049,5.1,3.3,1.68,0.28,1.21,0.34,77792,0.822,63945,168561,114513,0.26,67350,69101,1.31
RISK-000228,ORG-009,BU-0056,AST-07879,VULN-017528,THREAT-02578,3.9,8.1,3.16,0.71,0.92,0.26,1144299,0.366,418813,1217590,784090,0.42,308677,321641,0.93
RISK-000229,ORG-015,BU-0093,AST-03638,VULN-004955,THREAT-02056,3.2,10,3.2,0.57,1.38,0.2133,11833728,0.365,4319311,14691734,8726831,0.44,901553,941221,1.47
RISK-000230,ORG-023,BU-0136,AST-09505,VULN-018021,THREAT-01535,7.2,10,7.2,0.76,1.73,0.48,9944831,1.33,13226625,30590601,22403805,0.81,1298346,1403512,1.69
RISK-000231,ORG-013,BU-0081,AST-03110,VULN-018998,THREAT-03826,3.9,4.9,1.91,0.28,1.38,0.26,387318,0.318,123167,355899,229937,0.28,759624,780893,1.42
RISK-000232,ORG-001,BU-0004,AST-01052,VULN-024984,THREAT-03056,2.6,4.3,1.12,0.65,0.39,0.1733,2621053,0.465,1218790,3600434,2298920,0.19,428781,436928,0.39
RISK-000233,ORG-018,BU-0115,AST-06277,VULN-008951,THREAT-03024,4.8,10,4.8,0.78,1.06,0.32,4512776,0.177,798761,2240218,1470826,0.43,378744,395030,1.01
RISK-000234,ORG-023,BU-0136,AST-08010,VULN-020283,THREAT-00880,9.6,8.5,8.16,0.38,5.06,0.64,17549206,1.715,30096888,54124668,46334288,1.27,211330,238169,4.74
RISK-000235,ORG-015,BU-0089,AST-03299,VULN-028125,THREAT-01472,1.2,4.6,0.55,0.23,0.42,0.08,6604237,0.149,984031,2557043,1751144,0.08,471043,474811,0.45
RISK-000236,ORG-005,BU-0028,AST-02130,VULN-018706,THREAT-02122,4.4,8.2,3.61,0.57,1.55,0.2933,1726751,0.809,1396942,2160761,2045170,0.37,343561,356273,1.42
RISK-000237,ORG-023,BU-0137,AST-00588,VULN-002645,THREAT-04462,5.0,10,5.0,0.5,2.5,0.3333,22806373,0.264,6020882,19374786,11833318,0.88,202500,220320,2.49
RISK-000238,ORG-020,BU-0124,AST-06233,VULN-018448,THREAT-04530,2.5,4.4,1.1,0.59,0.45,0.1667,20601,0.349,7190,25107,14722,0.18,39144,39849,0.45
RISK-000239,ORG-023,BU-0139,AST-05912,VULN-016098,THREAT-00050,0.3,9.2,0.28,0.72,0.08,0.02,20554037,0.05,1027702,2616615,1812686,0.02,343396,344083,0.08
RISK-000240,ORG-020,BU-0121,AST-03170,VULN-011231,THREAT-02194,0.8,9.1,0.73,0.71,0.21,0.0533,654774,0.146,95597,166963,145686,0.08,49019,49411,0.19
RISK-000241,ORG-019,BU-0119,AST-04157,VULN-018237,THREAT-02711,2.0,3.4,0.68,0.66,0.23,0.1333,3504855,0.094,329456,759861,557414,0.05,741799,745508,0.22
RISK-000242,ORG-011,BU-0067,AST-06688,VULN-001710,THREAT-03356,4.2,9.5,3.99,0.34,2.63,0.28,1998225,0.178,355684,928076,634107,0.48,387393,405988,2.63
RISK-000243,ORG-010,BU-0060,AST-08747,VULN-003756,THREAT-02150,1.9,10,1.9,0.33,1.27,0.1267,3121651,0.092,287192,869200,547952,0.17,269571,274154,1.34
RISK-000244,ORG-003,BU-0017,AST-08734,VULN-013549,THREAT-00413,2.9,9.5,2.75,0.49,1.4,0.1933,3204657,0.106,339694,835484,590339,0.49,237248,248873,1.32
RISK-000245,ORG-012,BU-0074,AST-05816,VULN-013686,THREAT-02749,3.7,10,3.7,0.31,2.55,0.2467,1189385,0.284,337785,906552,609751,0.41,84278,87733,2.31
RISK-000246,ORG-004,BU-0020,AST-03708,VULN-011592,THREAT-03792,1.9,8.8,1.67,0.25,1.25,0.1267,2361613,0.363,857266,2761565,1685736,0.14,146801,148856,1.22
RISK-000247,ORG-003,BU-0017,AST-03035,VULN-029708,THREAT-03482,5.2,3.3,1.72,0.75,0.43,0.3467,86307,0.925,79834,262028,158442,0.23,402092,411340,0.45
RISK-000248,ORG-004,BU-0020,AST-09771,VULN-009923,THREAT-04407,5.2,9.5,4.94,0.58,2.07,0.3467,3000018,0.309,927006,1465106,1366538,0.89,304768,331892,2.2
RISK-000249,ORG-011,BU-0068,AST-08309,VULN-018492,THREAT-04660,3.4,4.4,1.5,0.81,0.28,0.2267,136444,0.242,33019,51684,48524,0.15,414740,420961,0.31
RISK-000250,ORG-019,BU-0118,AST-03994,VULN-027666,THREAT-03370,1.3,10,1.3,0.77,0.3,0.0867,8375821,0.181,1516024,2828619,2364610,0.13,498982,505469,0.33
RISK-000251,ORG-023,BU-0137,AST-07834,VULN-024895,THREAT-02862,3.2,9.1,2.91,0.2,2.33,0.2133,6122521,0.141,863275,2778465,1696814,0.31,1348405,1390206,2.19
RISK-000252,ORG-021,BU-0128,AST-07257,VULN-016032,THREAT-03290,1.5,10,1.5,0.75,0.38,0.1,1940856,0.148,287247,502293,437935,0.12,446437,451794,0.38
RISK-000253,ORG-015,BU-0093,AST-07781,VULN-019585,THREAT-00668,2.5,5.6,1.4,0.56,0.62,0.1667,12950766,0.341,4416211,9408907,7238883,0.21,414858,423570,0.66
RISK-000254,ORG-018,BU-0111,AST-09465,VULN-004577,THREAT-02146,3.1,3.7,1.15,0.59,0.47,0.2067,1123875,0.521,585539,1283349,970544,0.19,1443576,1471004,0.46
RISK-000255,ORG-020,BU-0123,AST-02203,VULN-002082,THREAT-03743,2.0,4.4,0.88,0.53,0.41,0.1333,38358,0.149,5715,13409,9738,0.15,52833,53625,0.45
RISK-000256,ORG-015,BU-0095,AST-03358,VULN-016643,THREAT-00299,3.8,10,3.8,0.25,2.85,0.2533,20771685,0.291,6044560,10152540,9090322,0.47,1103724,1155599,3.03
RISK-000257,ORG-003,BU-0014,AST-09559,VULN-003837,THREAT-00572,2.4,8.0,1.92,0.65,0.67,0.16,1026678,0.254,260776,808633,503366,0.2,51025,52046,0.72
RISK-000258,ORG-006,BU-0035,AST-09122,VULN-029600,THREAT-00551,3.6,10,3.6,0.63,1.33,0.24,1533499,0.205,314367,719261,530145,0.27,162811,167207,1.34
RISK-000259,ORG-016,BU-0098,AST-01338,VULN-015115,THREAT-04634,3.1,9.4,2.91,0.84,0.47,0.2067,69004,0.159,10972,22059,17590,0.29,59476,61201,0.51
RISK-000260,ORG-016,BU-0102,AST-01323,VULN-021396,THREAT-02453,6.5,5.1,3.31,0.61,1.29,0.4333,11826,1.054,12465,42649,25260,0.6,87252,92487,1.34
RISK-000261,ORG-015,BU-0092,AST-03974,VULN-025784,THREAT-04694,6.6,8.7,5.74,0.46,3.1,0.44,12366690,0.573,7086113,14356200,11392973,0.53,1160087,1221572,2.98
RISK-000262,ORG-022,BU-0134,AST-02745,VULN-014870,THREAT-02351,2.4,9.3,2.23,0.41,1.32,0.16,3288257,0.108,355132,606157,536979,0.3,159570,164357,1.2
RISK-000263,ORG-008,BU-0047,AST-07179,VULN-026990,THREAT-02723,4.4,9.3,4.09,0.61,1.6,0.2933,99837,0.175,17471,40038,29482,0.31,60037,61898,1.53
RISK-000264,ORG-014,BU-0088,AST-09511,VULN-000586,THREAT-04205,1.2,5.2,0.62,0.35,0.4,0.08,1153,0.141,163,421,289,0.05,142451,143163,0.39
RISK-000265,ORG-014,BU-0084,AST-07659,VULN-014241,THREAT-00495,2.8,9.5,2.66,0.28,1.92,0.1867,277574,0.258,71614,169290,122401,0.3,104479,107613,1.8
RISK-000266,ORG-010,BU-0057,AST-02766,VULN-026532,THREAT-02742,4.2,9.1,3.82,0.44,2.14,0.28,1561885,0.832,1299488,3030930,2208767,0.59,168453,178392,2.05
RISK-000267,ORG-003,BU-0017,AST-07830,VULN-018479,THREAT-02235,0.9,9.7,0.87,0.5,0.43,0.06,3353766,0.115,385683,1160936,733964,0.1,457051,461622,0.42
RISK-000268,ORG-008,BU-0047,AST-07939,VULN-017109,THREAT-01298,1.7,8.3,1.41,0.26,1.04,0.1133,175105,0.064,11207,19952,17193,0.17,128253,130433,1.03
RISK-000269,ORG-004,BU-0018,AST-01601,VULN-025016,THREAT-03330,1.9,5.7,1.08,0.44,0.6,0.1267,1062783,0.341,362409,857246,619583,0.12,211206,213740,0.65
RISK-000270,ORG-004,BU-0022,AST-02843,VULN-002169,THREAT-00398,3.7,10,3.7,0.67,1.22,0.2467,2740988,0.383,1049798,2576519,1822754,0.64,155833,165806,1.2
RISK-000271,ORG-025,BU-0152,AST-05535,VULN-025612,THREAT-00800,8.7,9.2,8.0,0.76,1.92,0.58,53217,1.324,70459,210674,133661,1.01,118135,130067,1.97
RISK-000272,ORG-009,BU-0051,AST-07845,VULN-025862,THREAT-02302,2.3,10,2.3,0.67,0.76,0.1533,1262273,0.363,458205,1239557,830072,0.23,163641,167405,0.79
RISK-000273,ORG-005,BU-0029,AST-00348,VULN-009426,THREAT-02879,4.0,10,4.0,0.54,1.84,0.2667,1278007,0.453,578937,1755762,1105666,0.56,225204,237815,1.75
RISK-000274,ORG-003,BU-0015,AST-09643,VULN-025682,THREAT-03407,2.6,5.3,1.38,0.4,0.83,0.1733,87069,0.25,21767,42017,34372,0.22,317750,324740,0.91
RISK-000275,ORG-022,BU-0131,AST-00306,VULN-023094,THREAT-03600,1.7,1.9,0.32,0.46,0.17,0.1133,174938,0.174,30439,80509,54592,0.03,525531,527108,0.16
RISK-000276,ORG-001,BU-0005,AST-03595,VULN-016063,THREAT-01390,3.0,2.9,0.87,0.74,0.23,0.2,2741615,0.564,1546271,3752780,2672105,0.05,1186826,1192760,0.21
RISK-000277,ORG-025,BU-0152,AST-09873,VULN-016463,THREAT-02548,4.2,9.9,4.16,0.69,1.29,0.28,93790,0.671,62933,217265,128112,0.44,85664,89433,1.31
RISK-000278,ORG-013,BU-0080,AST-01751,VULN-003740,THREAT-02862,5.8,9.1,5.28,0.65,1.85,0.3867,9273117,0.888,8234528,25957251,16021703,0.55,350341,369610,1.73
RISK-000279,ORG-020,BU-0123,AST-08285,VULN-024739,THREAT-01546,0.3,5.0,0.15,0.26,0.11,0.02,121800,0.044,5359,10802,8600,0.01,148720,148869,0.12
RISK-000280,ORG-002,BU-0007,AST-02666,VULN-008033,THREAT-01795,0.1,3.7,0.04,0.73,0.01,0.0067,106420,0.014,1490,4484,2835,0.0,351141,351141,0.01
RISK-000281,ORG-016,BU-0097,AST-09489,VULN-011541,THREAT-04583,3.5,10,3.5,0.51,1.71,0.2333,92200,0.153,14107,48341,28609,0.47,50889,53281,1.83
RISK-000282,ORG-024,BU-0141,AST-02929,VULN-026092,THREAT-00747,0.9,3.1,0.28,0.74,0.07,0.06,2663038,0.039,103858,342572,206630,0.02,173303,173650,0.08
RISK-000283,ORG-017,BU-0104,AST-03709,VULN-010850,THREAT-04897,1.9,3.0,0.57,0.39,0.35,0.1267,3200831,0.304,973053,2272310,1654746,0.04,415713,417376,0.37
RISK-000284,ORG-008,BU-0045,AST-02187,VULN-005470,THREAT-04971,0.1,3.3,0.03,0.6,0.01,0.0067,35527,0.019,675,1625,1162,0.0,41131,41131,0.01
RISK-000285,ORG-024,BU-0142,AST-00611,VULN-015158,THREAT-02990,5.2,10,5.2,0.63,1.92,0.3467,69357459,0.605,41961263,103781508,73095715,0.83,389837,422193,2.03
RISK-000286,ORG-001,BU-0003,AST-02977,VULN-000741,THREAT-01308,2.7,4.3,1.16,0.59,0.48,0.18,1499652,0.232,347919,574278,520202,0.09,373202,376561,0.5
