asset_control_id,asset_id,control_id,enabled,coverage_percentage,effectiveness_score,last_verified,configuration_score,control_failure_count,residual_risk
AC-000309,AST-00057,CTRL-0290,False,0,0.0,2026-06-17,0.0,8,6.91
AC-000310,AST-00057,CTRL-0281,False,0,0.0,2026-08-13,0.04,2,7.69
AC-000311,AST-00057,CTRL-0277,True,70,0.38,2026-07-24,0.96,1,5.22
AC-000312,AST-00057,CTRL-0291,True,61,0.6,2026-06-27,0.53,1,4.7
AC-000313,AST-00058,CTRL-0287,True,65,0.64,2026-08-20,0.89,1,1.79
AC-000314,AST-00058,CTRL-0292,True,61,0.92,2026-06-22,0.82,1,1.81
AC-000315,AST-00058,CTRL-0288,True,71,0.56,2026-08-10,0.96,0,1.67
AC-000316,AST-00059,CTRL-0368,True,99,0.83,2026-06-18,0.78,2,0.79
AC-000317,AST-00059,CTRL-0354,False,0,0.0,2026-08-26,0.29,3,7.35
AC-000318,AST-00059,CTRL-0359,True,88,0.36,2026-07-04,0.57,0,5.85
AC-000319,AST-00059,CTRL-0362,True,88,0.6,2026-06-08,0.58,3,3.25
AC-000320,AST-00059,CTRL-0353,True,68,0.7,2026-06-10,0.83,2,3.83
AC-000321,AST-00060,CTRL-0309,False,0,0.0,2026-08-13,0.28,7,9.2
AC-000322,AST-00060,CTRL-0320,True,70,0.88,2026-07-30,0.94,3,3.08
AC-000323,AST-00060,CTRL-0303,True,61,0.94,2026-07-28,0.84,3,3.69
AC-000324,AST-00060,CTRL-0321,True,68,0.87,2026-07-25,0.66,2,4.28
AC-000325,AST-00060,CTRL-0306,False,0,0.0,2026-08-03,0.08,2,9.53
AC-000326,AST-00060,CTRL-0317,False,0,0.0,2026-08-19,0.21,8,9.87
AC-000327,AST-00060,CTRL-0312,False,0,0.0,2026-07-09,0.22,8,7.74
AC-000328,AST-00060,CTRL-0322,False,0,0.0,2026-07-12,0.03,9,8.16
AC-000329,AST-00061,CTRL-0049,True,72,0.51,2026-07-24,0.8,2,4.7
AC-000330,AST-00061,CTRL-0045,True,93,0.3,2026-09-03,0.84,1,6.15
AC-000331,AST-00061,CTRL-0044,True,60,0.93,2026-06-20,0.96,1,3.2
AC-000332,AST-00061,CTRL-0046,True,71,0.48,2026-08-17,0.8,3,5.47
AC-000333,AST-00061,CTRL-0040,True,75,0.7,2026-08-31,0.76,3,3.53
AC-000334,AST-00061,CTRL-0041,True,88,0.7,2026-08-04,0.98,3,3.26
AC-000335,AST-00061,CTRL-0048,True,75,0.36,2026-06-13,0.51,1,6.02
AC-000336,AST-00061,CTRL-0043,True,89,0.78,2026-07-17,0.59,3,2.73
AC-000337,AST-00062,CTRL-0045,True,77,0.28,2026-06-22,0.62,0,5.83
AC-000338,AST-00062,CTRL-0042,True,70,0.89,2026-09-03,0.81,3,2.99
AC-000339,AST-00062,CTRL-0044,True,68,0.83,2026-07-16,0.62,0,3.17
AC-000340,AST-00062,CTRL-0043,True,71,0.65,2026-08-29,0.7,1,4.15
AC-000341,AST-00062,CTRL-0046,True,65,0.58,2026-08-20,0.58,0,5.14
AC-000342,AST-00062,CTRL-0041,True,62,0.58,2026-08-26,0.75,3,5.16
AC-000343,AST-00062,CTRL-0048,True,89,0.36,2026-08-26,0.83,0,4.62
AC-000344,AST-00062,CTRL-0040,True,73,0.6,2026-06-22,0.73,2,4.26
AC-000345,AST-00063,CTRL-0184,False,0,0.0,2026-07-28,0.16,6,2.02
AC-000346,AST-00063,CTRL-0179,True,84,0.8,2026-08-06,0.93,1,0.66
AC-000347,AST-00063,CTRL-0186,True,70,0.85,2026-07-27,0.57,3,0.92
AC-000348,AST-00063,CTRL-0182,True,75,0.6,2026-08-02,0.59,3,1.21
AC-000349,AST-00063,CTRL-0183,True,72,0.3,2026-08-05,0.52,1,1.61
AC-000350,AST-00063,CTRL-0185,True,88,0.33,2026-08-30,0.95,0,1.21
AC-000351,AST-00064,CTRL-0384,True,97,0.67,2026-06-16,0.65,2,2.58
AC-000352,AST-00064,CTRL-0388,True,69,0.86,2026-08-10,0.63,0,3.66
AC-000353,AST-00064,CTRL-0389,True,61,0.66,2026-07-29,0.52,1,4.89
AC-000354,AST-00064,CTRL-0391,True,73,0.86,2026-07-02,0.65,1,3.62
AC-000355,AST-00064,CTRL-0378,True,100,0.33,2026-07-06,0.72,2,4.94
AC-000356,AST-00064,CTRL-0390,False,0,0.0,2026-08-01,0.07,2,8.67
AC-000357,AST-00064,CTRL-0380,False,0,0.0,2026-06-12,0.29,0,7.86
AC-000358,AST-00064,CTRL-0383,True,64,0.83,2026-06-27,0.85,1,3.38
AC-000359,AST-00065,CTRL-0053,True,72,0.61,2026-08-20,0.6,1,6.19
AC-000360,AST-00065,CTRL-0052,False,0,0.0,2026-06-21,0.26,5,10.29
AC-000361,AST-00065,CTRL-0061,False,0,0.0,2026-08-19,0.08,2,9.84
AC-000362,AST-00065,CTRL-0058,True,68,0.51,2026-06-10,0.86,2,6.0
AC-000363,AST-00065,CTRL-0051,True,85,0.42,2026-07-06,0.69,3,4.71
AC-000364,AST-00065,CTRL-0065,True,82,0.36,2026-08-23,0.68,0,7.04
AC-000365,AST-00065,CTRL-0054,False,0,0.0,2026-08-08,0.08,5,8.53
AC-000366,AST-00065,CTRL-0064,True,93,0.36,2026-08-25,0.86,0,6.76
AC-000367,AST-00066,CTRL-0179,True,69,0.78,2026-06-09,0.98,1,1.9
AC-000368,AST-00066,CTRL-0183,True,95,0.28,2026-08-02,0.68,0,2.59
AC-000369,AST-00066,CTRL-0182,True,78,0.65,2026-08-18,0.59,0,1.84
AC-000370,AST-00066,CTRL-0184,False,0,0.0,2026-08-31,0.03,5,3.82
AC-000371,AST-00067,CTRL-0187,False,0,0.0,2026-07-02,0.07,0,4.58
AC-000372,AST-00067,CTRL-0188,True,63,0.8,2026-06-15,0.99,1,2.13
AC-000373,AST-00067,CTRL-0199,True,95,0.63,2026-07-04,0.69,0,1.91
AC-000374,AST-00067,CTRL-0203,True,81,0.64,2026-07-19,0.81,3,1.63
AC-000375,AST-00067,CTRL-0197,True,97,0.48,2026-06-09,0.84,0,2.48
AC-000376,AST-00067,CTRL-0189,True,73,0.74,2026-06-09,0.95,1,2.03
AC-000377,AST-00067,CTRL-0194,True,78,0.73,2026-08-17,0.6,0,2.1
AC-000378,AST-00068,CTRL-0345,False,0,0.0,2026-06-17,0.0,2,1.15
AC-000379,AST-00068,CTRL-0351,True,73,0.8,2026-07-31,0.75,3,0.42
AC-000380,AST-00068,CTRL-0347,True,95,0.97,2026-06-11,1.0,1,0.17
AC-000381,AST-00068,CTRL-0349,True,79,0.89,2026-06-29,0.99,0,0.39
AC-000382,AST-00068,CTRL-0350,False,0,0.0,2026-07-04,0.23,3,1.45
AC-000383,AST-00068,CTRL-0344,True,78,0.62,2026-07-12,0.94,2,0.7
AC-000384,AST-00069,CTRL-0043,True,93,0.65,2026-07-22,0.96,2,1.62
AC-000385,AST-00069,CTRL-0048,True,66,0.43,2026-07-23,0.84,0,4.09
AC-000386,AST-00069,CTRL-0049,True,79,0.48,2026-06-07,0.71,1,3.51
AC-000387,AST-00069,CTRL-0047,True,94,0.75,2026-06-14,0.81,0,1.84
AC-000388,AST-00070,CTRL-0153,True,91,0.89,2026-08-04,0.95,0,1.44
AC-000389,AST-00070,CTRL-0156,True,88,0.52,2026-08-24,0.51,0,5.27
AC-000390,AST-00070,CTRL-0151,False,0,0.0,2026-07-07,0.13,1,8.9
AC-000391,AST-00070,CTRL-0154,False,0,0.0,2026-06-06,0.29,10,9.42
AC-000392,AST-00071,CTRL-0276,True,78,0.7,2026-07-02,0.85,3,3.51
AC-000393,AST-00071,CTRL-0292,True,66,0.83,2026-07-08,0.6,3,2.58
AC-000394,AST-00071,CTRL-0289,True,97,0.78,2026-08-28,0.87,3,2.0
AC-000395,AST-00071,CTRL-0291,True,85,0.61,2026-06-14,0.98,3,3.64
AC-000396,AST-00071,CTRL-0281,False,0,0.0,2026-07-12,0.12,9,7.85
AC-000397,AST-00072,CTRL-0370,True,96,0.68,2026-06-28,0.62,0,1.61
AC-000398,AST-00072,CTRL-0362,True,92,0.61,2026-07-17,0.53,2,1.88
AC-000399,AST-00072,CTRL-0353,True,63,0.73,2026-08-18,0.91,0,2.58
AC-000400,AST-00072,CTRL-0359,True,61,0.29,2026-08-21,0.88,2,3.38
AC-000401,AST-00072,CTRL-0357,True,88,0.37,2026-06-06,0.6,3,3.06
AC-000402,AST-00072,CTRL-0358,True,73,0.46,2026-08-22,0.5,3,2.56
AC-000403,AST-00072,CTRL-0375,False,0,0.0,2026-09-02,0.12,10,4.41
AC-000404,AST-00073,CTRL-0071,True,100,0.57,2026-08-27,0.81,2,0.74
AC-000405,AST-00073,CTRL-0073,True,95,0.53,2026-07-18,0.51,1,0.68
AC-000406,AST-00073,CTRL-0074,True,66,0.88,2026-07-23,0.71,1,0.69
AC-000407,AST-00073,CTRL-0081,True,63,0.44,2026-06-16,0.82,3,1.12
AC-000408,AST-00073,CTRL-0066,True,93,0.45,2026-06-27,0.73,2,0.78
AC-000409,AST-00073,CTRL-0072,False,0,0.0,2026-07-02,0.03,1,1.45
AC-000410,AST-00074,CTRL-0388,True,74,0.86,2026-07-30,0.83,0,2.13
AC-000411,AST-00074,CTRL-0376,False,0,0.0,2026-08-10,0.01,9,4.86
AC-000412,AST-00074,CTRL-0381,True,81,0.61,2026-07-30,0.96,2,2.66
AC-000413,AST-00074,CTRL-0387,True,100,0.9,2026-07-31,0.73,2,0.91
AC-000414,AST-00075,CTRL-0234,True,68,0.68,2026-06-13,0.85,3,4.09
AC-000415,AST-00075,CTRL-0236,True,80,0.57,2026-06-12,0.84,3,3.68
AC-000416,AST-00075,CTRL-0225,True,92,0.56,2026-08-01,0.72,1,2.86
AC-000417,AST-00076,CTRL-0068,False,0,0.0,2026-07-21,0.05,6,6.47
AC-000418,AST-00076,CTRL-0082,False,0,0.0,2026-08-07,0.15,4,7.12
AC-000419,AST-00076,CTRL-0081,True,74,0.41,2026-08-09,0.76,2,4.49
AC-000420,AST-00076,CTRL-0074,True,69,0.92,2026-07-05,0.92,0,3.08
AC-000421,AST-00076,CTRL-0070,True,84,0.82,2026-06-10,0.63,1,1.25
AC-000422,AST-00076,CTRL-0072,False,0,0.0,2026-06-24,0.12,9,6.28
AC-000423,AST-00076,CTRL-0073,True,93,0.55,2026-06-22,0.56,1,3.69
AC-000424,AST-00077,CTRL-0345,False,0,0.0,2026-08-11,0.08,6,9.06
AC-000425,AST-00077,CTRL-0347,True,98,0.87,2026-08-12,0.79,0,1.04
AC-000426,AST-00077,CTRL-0346,True,99,0.33,2026-08-30,0.64,0,5.17
AC-000427,AST-00077,CTRL-0349,True,88,0.9,2026-08-10,0.66,2,1.75
AC-000428,AST-00077,CTRL-0344,True,81,0.64,2026-08-27,0.8,0,4.71
AC-000429,AST-00077,CTRL-0348,True,70,0.49,2026-08-06,0.52,0,4.71
AC-000430,AST-00077,CTRL-0351,True,96,0.87,2026-07-04,0.52,0,1.29
AC-000431,AST-00077,CTRL-0350,False,0,0.0,2026-06-25,0.21,8,7.21
AC-000432,AST-00078,CTRL-0387,True,70,0.83,2026-07-01,0.73,2,2.99
AC-000433,AST-00078,CTRL-0376,False,0,0.0,2026-06-09,0.16,1,7.72
AC-000434,AST-00078,CTRL-0386,True,95,0.62,2026-06-21,0.73,2,2.53
AC-000435,AST-00079,CTRL-0312,False,0,0.0,2026-07-01,0.06,9,5.72
AC-000436,AST-00079,CTRL-0313,True,99,0.36,2026-08-07,0.55,2,2.77
AC-000437,AST-00079,CTRL-0319,True,67,0.63,2026-07-14,0.78,0,2.94
AC-000438,AST-00079,CTRL-0305,False,0,0.0,2026-07-17,0.0,5,5.78
AC-000439,AST-00079,CTRL-0307,False,0,0.0,2026-06-16,0.06,10,5.51
AC-000440,AST-00079,CTRL-0316,True,74,0.66,2026-07-20,0.96,2,2.86
AC-000441,AST-00080,CTRL-0099,True,71,0.52,2026-06-17,0.62,3,1.37
AC-000442,AST-00080,CTRL-0116,False,0,0.0,2026-07-20,0.02,7,2.14
AC-000443,AST-00080,CTRL-0097,True,87,0.33,2026-07-26,0.61,2,1.39
AC-000444,AST-00081,CTRL-0384,True,100,0.75,2026-08-25,0.57,3,1.06
AC-000445,AST-00081,CTRL-0388,True,63,0.85,2026-07-07,0.69,2,1.44
AC-000446,AST-00081,CTRL-0377,True,63,0.51,2026-07-04,0.59,0,2.14
AC-000447,AST-00081,CTRL-0390,False,0,0.0,2026-08-22,0.3,9,3.94
AC-000448,AST-00081,CTRL-0379,True,71,0.84,2026-07-12,0.7,3,1.05
AC-000449,AST-00081,CTRL-0389,True,71,0.63,2026-07-23,0.89,3,1.74
AC-000450,AST-00081,CTRL-0392,True,66,0.28,2026-09-01,1.0,2,3.15
AC-000451,AST-00081,CTRL-0386,True,82,0.72,2026-07-03,1.0,2,1.55
AC-000452,AST-00082,CTRL-0184,False,0,0.0,2026-06-22,0.1,3,7.97
AC-000453,AST-00082,CTRL-0182,True,86,0.54,2026-08-23,0.5,1,2.95
AC-000454,AST-00082,CTRL-0183,True,61,0.29,2026-06-06,0.96,1,6.23
AC-000455,AST-00082,CTRL-0181,True,100,0.3,2026-08-16,0.55,3,4.82
AC-000456,AST-00083,CTRL-0221,False,0,0.0,2026-08-09,0.26,6,2.51
AC-000457,AST-00083,CTRL-0222,True,90,0.53,2026-06-28,0.61,3,1.11
AC-000458,AST-00083,CTRL-0234,True,78,0.68,2026-08-28,0.88,1,1.15
AC-000459,AST-00084,CTRL-0324,True,96,0.71,2026-07-20,0.96,3,1.84
AC-000460,AST-00084,CTRL-0302,True,96,0.87,2026-07-21,0.58,1,0.99
AC-000461,AST-00084,CTRL-0313,True,73,0.37,2026-07-31,0.66,1,6.38
AC-000462,AST-00084,CTRL-0308,True,84,0.56,2026-08-20,0.57,0,4.01
AC-000463,AST-00084,CTRL-0319,True,70,0.59,2026-08-16,0.99,2,5.78
AC-000464,AST-00084,CTRL-0315,True,63,0.62,2026-07-01,0.58,2,4.86
AC-000465,AST-00084,CTRL-0310,True,62,0.96,2026-06-27,1.0,3,4.07
AC-000466,AST-00084,CTRL-0311,False,0,0.0,2026-08-16,0.22,10,9.78
AC-000467,AST-00085,CTRL-0343,False,0,0.0,2026-08-19,0.08,3,10.12
AC-000468,AST-00085,CTRL-0330,True,85,0.85,2026-08-09,0.77,3,2.26
AC-000469,AST-00085,CTRL-0327,True,82,0.64,2026-08-04,0.97,3,4.67
AC-000470,AST-00085,CTRL-0337,True,67,0.59,2026-06-11,0.98,3,6.11
AC-000471,AST-00085,CTRL-0332,True,71,0.6,2026-08-28,0.64,0,5.67
AC-000472,AST-00085,CTRL-0341,True,77,0.71,2026-08-29,0.76,0,3.36
AC-000473,AST-00085,CTRL-0338,False,0,0.0,2026-07-10,0.28,2,10.07
AC-000474,AST-00086,CTRL-0076,True,95,0.92,2026-06-18,0.82,1,0.75
AC-000475,AST-00086,CTRL-0069,True,88,0.6,2026-07-29,0.83,2,2.0
AC-000476,AST-00086,CTRL-0075,False,0,0.0,2026-08-13,0.17,0,5.36
AC-000477,AST-00086,CTRL-0074,True,91,0.87,2026-08-10,0.54,1,1.08
AC-000478,AST-00086,CTRL-0080,True,90,0.56,2026-06-16,0.87,0,2.57
AC-000479,AST-00087,CTRL-0349,True,71,0.99,2026-08-10,0.74,2,3.46
AC-000480,AST-00087,CTRL-0346,True,85,0.33,2026-07-11,0.9,2,6.49
AC-000481,AST-00087,CTRL-0350,False,0,0.0,2026-08-10,0.01,7,10.39
AC-000482,AST-00087,CTRL-0345,False,0,0.0,2026-07-21,0.16,10,9.27
AC-000483,AST-00088,CTRL-0376,False,0,0.0,2026-06-24,0.07,8,7.84
AC-000484,AST-00088,CTRL-0380,False,0,0.0,2026-07-02,0.06,10,7.95
AC-000485,AST-00088,CTRL-0385,True,81,0.87,2026-08-04,0.58,0,1.8
AC-000486,AST-00088,CTRL-0391,True,74,0.96,2026-08-23,0.7,2,2.21
AC-000487,AST-00088,CTRL-0383,True,91,0.86,2026-07-11,0.72,1,1.45
AC-000488,AST-00088,CTRL-0384,True,87,0.69,2026-08-13,0.81,0,2.79
AC-000489,AST-00088,CTRL-0377,True,73,0.61,2026-07-20,0.79,0,4.41
AC-000490,AST-00089,CTRL-0155,True,81,0.7,2026-06-11,0.6,2,4.04
AC-000491,AST-00089,CTRL-0151,False,0,0.0,2026-07-01,0.09,4,9.37
AC-000492,AST-00089,CTRL-0149,True,82,0.3,2026-07-02,0.88,2,6.08
AC-000493,AST-00089,CTRL-0162,True,86,0.68,2026-07-19,0.93,1,3.95
AC-000494,AST-00089,CTRL-0158,True,74,0.44,2026-08-23,0.7,3,5.9
AC-000495,AST-00089,CTRL-0148,True,77,0.99,2026-06-30,0.9,2,2.83
AC-000496,AST-00090,CTRL-0366,True,98,0.69,2026-06-24,0.67,2,2.94
AC-000497,AST-00090,CTRL-0372,True,74,0.64,2026-07-19,0.59,3,4.6
AC-000498,AST-00090,CTRL-0371,True,60,0.94,2026-06-20,0.99,3,4.23
AC-000499,AST-00090,CTRL-0357,True,92,0.41,2026-06-08,0.65,0,5.31
AC-000500,AST-00090,CTRL-0354,False,0,0.0,2026-08-27,0.02,8,8.76
AC-000501,AST-00090,CTRL-0353,True,82,0.66,2026-08-01,0.7,2,4.25
AC-000502,AST-00090,CTRL-0365,True,82,0.81,2026-07-08,0.67,3,2.44
AC-000503,AST-00091,CTRL-0128,False,0,0.0,2026-08-10,0.03,7,7.82
AC-000504,AST-00091,CTRL-0123,False,0,0.0,2026-07-09,0.01,3,6.78
AC-000505,AST-00091,CTRL-0120,False,0,0.0,2026-08-17,0.18,7,7.15
AC-000506,AST-00091,CTRL-0126,True,81,0.34,2026-06-21,0.95,2,5.23
AC-000507,AST-00091,CTRL-0124,False,0,0.0,2026-06-07,0.17,9,6.39
AC-000508,AST-00092,CTRL-0347,True,73,0.9,2026-08-03,0.71,0,2.04
AC-000509,AST-00092,CTRL-0346,True,70,0.36,2026-08-22,0.93,2,3.63
AC-000510,AST-00092,CTRL-0348,True,60,0.63,2026-07-05,0.65,0,4.05
AC-000511,AST-00092,CTRL-0350,False,0,0.0,2026-06-06,0.21,5,6.06
AC-000512,AST-00092,CTRL-0351,True,71,0.92,2026-07-07,0.94,2,1.98
AC-000513,AST-00092,CTRL-0344,True,87,0.53,2026-06-25,0.72,3,2.88
AC-000514,AST-00092,CTRL-0349,True,79,0.85,2026-07-29,0.63,3,1.38
AC-000515,AST-00093,CTRL-0196,True,93,0.37,2026-06-06,0.94,2,4.31
AC-000516,AST-00093,CTRL-0195,True,75,0.56,2026-07-24,0.78,2,3.04
AC-000517,AST-00093,CTRL-0192,True,75,0.39,2026-06-29,0.92,2,4.37
AC-000518,AST-00093,CTRL-0202,True,70,0.71,2026-07-03,0.55,3,2.64
AC-000519,AST-00093,CTRL-0188,True,98,0.73,2026-06-29,0.96,2,1.56
AC-000520,AST-00093,CTRL-0193,False,0,0.0,2026-07-27,0.26,8,6.01
AC-000521,AST-00093,CTRL-0200,True,69,0.84,2026-07-20,0.66,1,2.47
AC-000522,AST-00093,CTRL-0187,False,0,0.0,2026-08-31,0.05,3,6.11
AC-000523,AST-00094,CTRL-0276,True,100,0.68,2026-07-28,0.52,0,2.28
AC-000524,AST-00094,CTRL-0273,True,85,0.82,2026-08-25,0.61,1,2.16
AC-000525,AST-00094,CTRL-0290,False,0,0.0,2026-08-20,0.24,5,7.52
AC-000526,AST-00094,CTRL-0291,True,64,0.59,2026-06-06,0.95,2,4.08
AC-000527,AST-00094,CTRL-0277,True,99,0.42,2026-08-20,0.55,2,4.46
AC-000528,AST-00095,CTRL-0167,False,0,0.0,2026-07-19,0.26,5,8.62
AC-000529,AST-00095,CTRL-0164,True,70,0.43,2026-07-15,0.67,1,7.15
AC-000530,AST-00095,CTRL-0175,False,0,0.0,2026-08-14,0.23,8,9.15
AC-000531,AST-00095,CTRL-0176,True,89,0.55,2026-08-16,0.98,0,4.45
AC-000532,AST-00095,CTRL-0174,True,75,0.79,2026-07-28,0.74,1,3.75
AC-000533,AST-00095,CTRL-0169,True,72,0.71,2026-08-25,0.99,1,5.31
AC-000534,AST-00095,CTRL-0171,False,0,0.0,2026-08-23,0.02,3,9.65
AC-000535,AST-00095,CTRL-0178,False,0,0.0,2026-06-23,0.08,9,8.14
AC-000536,AST-00096,CTRL-0310,True,100,0.85,2026-07-04,0.72,2,0.9
AC-000537,AST-00096,CTRL-0326,True,89,0.79,2026-08-30,0.69,0,2.35
AC-000538,AST-00096,CTRL-0323,True,98,0.45,2026-07-18,0.73,1,3.98
AC-000539,AST-00096,CTRL-0318,True,84,0.78,2026-08-22,0.88,1,2.78
AC-000540,AST-00096,CTRL-0312,False,0,0.0,2026-06-18,0.07,7,8.22
AC-000541,AST-00096,CTRL-0305,False,0,0.0,2026-07-18,0.11,2,9.02
AC-000542,AST-00097,CTRL-0229,True,94,0.33,2026-06-27,0.98,0,6.81
AC-000543,AST-00097,CTRL-0226,True,68,0.84,2026-08-28,0.69,1,4.89
AC-000544,AST-00097,CTRL-0225,True,93,0.63,2026-07-19,0.81,3,3.35
AC-000545,AST-00097,CTRL-0233,True,93,0.42,2026-09-03,0.8,2,4.61
AC-000546,AST-00097,CTRL-0227,True,63,0.96,2026-08-07,0.84,0,3.81
AC-000547,AST-00097,CTRL-0231,False,0,0.0,2026-08-22,0.23,4,8.18
AC-000548,AST-00097,CTRL-0230,False,0,0.0,2026-08-22,0.06,6,9.11
AC-000549,AST-00097,CTRL-0235,True,74,0.77,2026-06-25,0.75,1,4.6
AC-000550,AST-00098,CTRL-0216,True,80,0.31,2026-09-02,0.61,1,3.73
AC-000551,AST-00098,CTRL-0217,True,92,0.4,2026-06-29,0.81,0,3.44
AC-000552,AST-00098,CTRL-0215,False,0,0.0,2026-06-24,0.1,1,5.73
AC-000553,AST-00099,CTRL-0323,True,92,0.36,2026-08-14,0.85,0,0.76
AC-000554,AST-00099,CTRL-0305,False,0,0.0,2026-06-15,0.17,2,1.25
AC-000555,AST-00099,CTRL-0308,True,72,0.56,2026-06-07,0.66,3,0.83
AC-000556,AST-00100,CTRL-0332,True,73,0.53,2026-07-13,0.68,0,4.15
AC-000557,AST-00100,CTRL-0342,False,0,0.0,2026-08-25,0.15,5,6.85
AC-000558,AST-00100,CTRL-0343,False,0,0.0,2026-06-07,0.02,9,5.72
AC-000559,AST-00101,CTRL-0215,False,0,0.0,2026-06-16,0.3,7,7.17
AC-000560,AST-00101,CTRL-0209,True,90,0.42,2026-08-10,0.89,3,4.15
AC-000561,AST-00101,CTRL-0210,True,71,0.75,2026-07-28,0.9,1,2.64
AC-000562,AST-00101,CTRL-0207,True,99,0.82,2026-08-14,0.74,0,1.64
AC-000563,AST-00101,CTRL-0216,True,73,0.31,2026-08-09,0.5,0,5.3
AC-000564,AST-00101,CTRL-0208,True,71,0.41,2026-06-17,0.56,3,4.04
AC-000565,AST-00101,CTRL-0220,True,68,0.56,2026-06-29,0.55,3,3.96
AC-000566,AST-00102,CTRL-0150,True,97,0.35,2026-06-07,0.86,2,1.17
AC-000567,AST-00102,CTRL-0161,False,0,0.0,2026-07-16,0.24,5,1.97
AC-000568,AST-00102,CTRL-0152,False,0,0.0,2026-08-24,0.18,10,1.6
AC-000569,AST-00103,CTRL-0029,True,78,0.5,2026-08-13,0.92,3,6.22
AC-000570,AST-00103,CTRL-0031,False,0,0.0,2026-08-30,0.08,9,10.05
AC-000571,AST-00103,CTRL-0033,True,75,0.87,2026-07-16,0.63,0,3.61
AC-000572,AST-00104,CTRL-0061,False,0,0.0,2026-06-14,0.15,8,5.07
AC-000573,AST-00104,CTRL-0062,True,63,0.74,2026-08-10,0.78,2,2.7
AC-000574,AST-00104,CTRL-0053,True,75,0.64,2026-07-30,0.72,1,2.47
AC-000575,AST-00104,CTRL-0056,True,82,0.6,2026-08-13,0.98,1,2.16
AC-000576,AST-00104,CTRL-0059,True,65,0.57,2026-06-19,0.94,0,2.67
AC-000577,AST-00105,CTRL-0325,False,0,0.0,2026-07-31,0.14,3,6.27
AC-000578,AST-00105,CTRL-0315,True,87,0.66,2026-07-01,0.99,1,2.94
AC-000579,AST-00105,CTRL-0305,False,0,0.0,2026-07-22,0.02,7,7.23
AC-000580,AST-00106,CTRL-0088,False,0,0.0,2026-06-16,0.02,9,4.49
AC-000581,AST-00106,CTRL-0094,True,99,0.44,2026-09-02,0.56,1,2.55
AC-000582,AST-00106,CTRL-0083,False,0,0.0,2026-07-15,0.21,3,4.03
AC-000583,AST-00106,CTRL-0089,False,0,0.0,2026-06-26,0.11,2,4.43
AC-000584,AST-00106,CTRL-0093,True,77,0.81,2026-06-16,0.84,1,1.54
AC-000585,AST-00106,CTRL-0085,True,95,0.63,2026-07-03,0.63,3,1.53
AC-000586,AST-00107,CTRL-0197,True,76,0.42,2026-07-17,0.75,0,4.17
AC-000587,AST-00107,CTRL-0204,True,76,0.43,2026-06-13,0.69,3,4.23
AC-000588,AST-00107,CTRL-0205,True,64,0.82,2026-07-28,0.54,1,2.68
AC-000589,AST-00107,CTRL-0199,True,80,0.7,2026-08-18,0.73,2,3.04
AC-000590,AST-00108,CTRL-0266,True,76,0.6,2026-06-14,0.53,1,2.2
AC-000591,AST-00108,CTRL-0271,True,66,0.62,2026-08-03,0.91,0,2.6
AC-000592,AST-00108,CTRL-0263,False,0,0.0,2026-06-07,0.13,2,4.34
AC-000593,AST-00108,CTRL-0267,True,98,0.41,2026-08-13,0.7,2,2.65
AC-000594,AST-00109,CTRL-0184,False,0,0.0,2026-06-25,0.26,5,6.24
AC-000595,AST-00109,CTRL-0180,True,93,0.49,2026-07-28,0.77,2,3.54
AC-000596,AST-00109,CTRL-0183,True,67,0.33,2026-08-10,0.92,3,6.07
AC-000597,AST-00110,CTRL-0003,False,0,0.0,2026-09-01,0.25,3,9.72
AC-000598,AST-00110,CTRL-0004,True,64,0.59,2026-07-23,0.85,1,6.1
AC-000599,AST-00110,CTRL-0005,True,61,0.27,2026-08-22,0.57,2,7.7
AC-000600,AST-00110,CTRL-0012,True,92,0.62,2026-06-29,0.93,2,3.14
AC-000601,AST-00110,CTRL-0006,False,0,0.0,2026-06-25,0.2,8,10.6
AC-000602,AST-00110,CTRL-0001,True,72,0.34,2026-08-09,0.97,3,6.52
AC-000603,AST-00110,CTRL-0002,False,0,0.0,2026-08-17,0.11,7,8.73
AC-000604,AST-00111,CTRL-0290,False,0,0.0,2026-06-11,0.11,2,8.03
AC-000605,AST-00111,CTRL-0276,True,74,0.75,2026-06-11,0.99,2,3.58
AC-000606,AST-00111,CTRL-0292,True,87,0.77,2026-07-03,0.98,2,1.68
AC-000607,AST-00111,CTRL-0283,True,83,0.34,2026-06-17,0.93,3,4.97
AC-000608,AST-00111,CTRL-0273,True,90,0.8,2026-09-01,0.79,0,1.72
AC-000609,AST-00111,CTRL-0275,True,79,0.64,2026-08-01,0.55,0,3.12
AC-000610,AST-00111,CTRL-0286,True,96,0.42,2026-06-20,0.88,0,4.92
AC-000611,AST-00112,CTRL-0129,True,78,0.38,2026-08-25,0.85,2,5.22
AC-000612,AST-00112,CTRL-0117,False,0,0.0,2026-08-18,0.03,9,7.69
AC-000613,AST-00112,CTRL-0128,False,0,0.0,2026-08-08,0.27,7,7.69
AC-000614,AST-00112,CTRL-0123,False,0,0.0,2026-07-10,0.21,0,6.32
AC-000615,AST-00112,CTRL-0126,True,100,0.35,2026-06-18,0.79,3,4.75
AC-000616,AST-00113,CTRL-0200,True,88,0.7,2026-07-01,0.69,3,0.44
AC-000617,AST-00113,CTRL-0203,True,75,0.77,2026-08-16,0.94,0,0.54
