iam_event_id,organization_id,asset_id,user_count,privileged_user_count,orphan_accounts,inactive_accounts,mfa_enabled_percentage,excessive_privilege_count,failed_login_count,suspicious_login_count,password_policy_score,privileged_access_risk,identity_risk_score
IAM-000303,ORG-022,AST-00303,94,8,1,4,91,1,48,8,0.56,Low,2.3
IAM-000304,ORG-023,AST-00304,225,19,10,19,95,14,171,1,0.8,High,4.7
IAM-000305,ORG-009,AST-00305,315,29,13,26,44,21,11,1,0.85,High,8.9
IAM-000306,ORG-022,AST-00306,372,22,10,31,62,15,138,12,0.72,High,7.9
IAM-000307,ORG-003,AST-00307,27,2,1,2,68,0,44,1,0.55,Low,2.7
IAM-000308,ORG-021,AST-00308,37,1,1,2,100,0,114,17,0.79,Low,2.1
IAM-000309,ORG-004,AST-00309,405,40,6,10,33,2,12,2,0.54,Low,6.5
IAM-000310,ORG-011,AST-00310,106,9,4,5,44,6,172,2,0.97,High,7.0
IAM-000311,ORG-024,AST-00311,39,1,0,3,35,1,27,5,0.68,High,7.6
IAM-000312,ORG-016,AST-00312,278,3,11,13,42,0,158,13,0.82,Low,7.6
IAM-000313,ORG-002,AST-00313,200,6,7,3,76,3,196,9,0.32,Medium,5.7
IAM-000314,ORG-013,AST-00314,191,8,0,5,88,4,56,2,0.89,Medium,2.2
IAM-000315,ORG-003,AST-00315,396,12,14,9,52,11,9,1,0.56,High,9.0
IAM-000316,ORG-005,AST-00316,297,8,8,0,72,0,152,3,0.91,Low,3.4
IAM-000317,ORG-013,AST-00317,36,3,1,3,52,2,158,15,0.62,High,7.3
IAM-000318,ORG-010,AST-00318,23,2,0,2,59,2,151,28,0.46,High,8.2
IAM-000319,ORG-018,AST-00319,480,9,6,21,40,1,155,0,0.64,Low,5.8
IAM-000320,ORG-008,AST-00320,177,7,4,13,67,7,40,3,0.82,High,5.8
IAM-000321,ORG-006,AST-00321,406,13,5,22,50,8,117,10,0.52,High,7.2
IAM-000322,ORG-006,AST-00322,442,19,20,16,89,1,36,4,0.91,Low,5.6
IAM-000323,ORG-003,AST-00323,298,9,8,7,57,5,103,18,0.96,High,7.7
IAM-000324,ORG-004,AST-00324,404,3,13,2,79,0,117,1,0.7,Low,4.0
IAM-000325,ORG-008,AST-00325,472,42,8,10,83,21,36,7,0.7,Medium,4.8
IAM-000326,ORG-016,AST-00326,6,2,0,0,42,1,97,13,0.43,Low,6.8
IAM-000327,ORG-022,AST-00327,175,13,1,7,35,7,17,3,0.86,High,6.9
IAM-000328,ORG-004,AST-00328,9,1,0,0,72,0,149,23,0.55,Low,3.8
IAM-000329,ORG-015,AST-00329,213,16,3,19,34,2,84,2,0.77,Low,5.9
IAM-000330,ORG-015,AST-00330,462,29,22,2,34,9,105,19,0.47,Medium,10
IAM-000331,ORG-021,AST-00331,437,41,19,23,97,32,37,1,0.35,High,6.2
IAM-000332,ORG-024,AST-00332,263,2,7,22,57,0,1,0,0.7,Low,4.5
IAM-000333,ORG-025,AST-00333,199,2,6,19,50,0,80,12,0.64,Low,5.6
IAM-000334,ORG-015,AST-00334,497,46,11,4,98,1,142,20,0.92,Low,4.8
IAM-000335,ORG-009,AST-00335,167,7,8,2,87,3,110,15,0.6,Medium,5.4
IAM-000336,ORG-018,AST-00336,377,21,10,30,31,16,137,13,0.94,High,10
IAM-000337,ORG-023,AST-00337,359,8,16,23,57,6,0,0,0.8,High,8.4
IAM-000338,ORG-015,AST-00338,25,2,1,0,84,1,43,6,0.42,Low,2.9
IAM-000339,ORG-001,AST-00339,86,3,3,4,100,2,197,26,0.92,High,4.9
IAM-000340,ORG-011,AST-00340,86,6,1,7,70,0,151,2,0.69,Low,2.4
IAM-000341,ORG-011,AST-00341,47,2,1,0,93,2,30,5,0.97,High,4.6
IAM-000342,ORG-001,AST-00342,416,19,6,26,83,7,52,4,0.47,Medium,3.6
IAM-000343,ORG-022,AST-00343,496,31,6,11,34,22,77,5,0.75,High,8.4
IAM-000344,ORG-017,AST-00344,432,6,10,32,52,2,43,6,0.62,Low,6.4
IAM-000345,ORG-005,AST-00345,341,15,10,0,44,14,129,6,0.69,High,9.5
IAM-000346,ORG-013,AST-00346,351,29,5,30,98,10,50,9,0.53,Medium,2.6
IAM-000347,ORG-003,AST-00347,122,5,3,8,81,3,27,0,0.67,High,3.2
IAM-000348,ORG-005,AST-00348,155,8,6,4,100,4,16,0,0.94,Medium,2.2
IAM-000349,ORG-014,AST-00349,42,2,1,2,30,0,111,10,0.55,Low,6.0
IAM-000350,ORG-019,AST-00350,149,8,2,9,32,1,71,10,0.42,Low,6.4
IAM-000351,ORG-017,AST-00351,447,36,21,6,88,29,175,29,0.87,High,9.9
IAM-000352,ORG-010,AST-00352,165,13,4,3,62,4,188,35,0.68,Medium,7.8
IAM-000353,ORG-007,AST-00353,345,4,4,9,42,4,89,14,0.53,High,9.4
IAM-000354,ORG-025,AST-00354,207,4,2,20,65,0,78,12,0.94,Low,4.3
IAM-000355,ORG-018,AST-00355,326,23,9,27,73,9,86,6,0.83,Medium,5.1
IAM-000356,ORG-022,AST-00356,469,22,18,39,69,13,34,3,0.42,High,8.1
IAM-000357,ORG-005,AST-00357,431,5,1,34,100,0,1,0,0.97,Low,0.4
IAM-000358,ORG-003,AST-00358,382,10,0,24,33,4,143,6,0.38,Medium,6.7
IAM-000359,ORG-010,AST-00359,146,1,7,9,85,0,133,18,0.56,Low,4.3
IAM-000360,ORG-010,AST-00360,298,14,6,27,61,10,185,17,0.33,High,7.2
IAM-000361,ORG-012,AST-00361,191,3,3,1,46,3,162,30,0.31,High,10
IAM-000362,ORG-009,AST-00362,216,3,6,4,85,1,171,20,0.62,Low,5.3
IAM-000363,ORG-008,AST-00363,272,26,7,1,32,13,60,5,0.98,Medium,7.6
IAM-000364,ORG-006,AST-00364,434,21,0,3,92,6,58,2,0.43,Medium,2.0
IAM-000365,ORG-016,AST-00365,127,9,0,9,62,5,113,12,0.95,High,5.8
IAM-000366,ORG-011,AST-00366,273,1,12,19,58,0,86,17,0.94,Low,7.0
IAM-000367,ORG-007,AST-00367,249,19,2,0,43,18,188,26,0.99,High,9.6
IAM-000368,ORG-002,AST-00368,121,2,5,5,100,2,81,6,0.67,High,4.9
IAM-000369,ORG-018,AST-00369,203,20,7,18,67,15,139,19,0.7,High,7.3
IAM-000370,ORG-023,AST-00370,86,4,2,5,61,3,42,7,0.94,High,6.2
IAM-000371,ORG-001,AST-00371,30,3,0,0,95,3,194,0,0.6,High,3.5
IAM-000372,ORG-025,AST-00372,22,2,1,0,56,2,0,0,0.32,High,5.8
IAM-000373,ORG-025,AST-00373,385,2,13,4,88,2,105,13,0.98,High,7.9
IAM-000374,ORG-021,AST-00374,425,41,11,35,36,5,64,0,0.82,Medium,7.2
IAM-000375,ORG-006,AST-00375,144,3,3,4,100,2,69,12,0.75,High,3.4
IAM-000376,ORG-009,AST-00376,64,5,2,0,75,3,135,2,0.72,High,3.8
IAM-000377,ORG-012,AST-00377,119,6,0,2,52,4,84,6,0.69,High,5.4
IAM-000378,ORG-011,AST-00378,295,20,5,7,48,9,101,8,0.85,Medium,6.4
IAM-000379,ORG-012,AST-00379,119,4,0,9,75,2,184,0,0.81,Low,3.4
IAM-000380,ORG-016,AST-00380,239,1,1,11,90,0,111,14,0.56,Low,1.8
IAM-000381,ORG-019,AST-00381,128,1,2,3,59,1,160,2,0.77,High,5.8
IAM-000382,ORG-015,AST-00382,268,6,6,12,71,2,140,19,0.41,Low,6.2
IAM-000383,ORG-025,AST-00383,218,12,4,12,31,6,122,1,0.58,Medium,7.1
IAM-000384,ORG-022,AST-00384,161,13,6,15,33,12,67,0,0.34,High,8.0
IAM-000385,ORG-019,AST-00385,337,3,3,25,38,2,4,0,0.83,High,6.3
IAM-000386,ORG-006,AST-00386,382,33,5,2,74,25,141,1,0.57,High,5.3
IAM-000387,ORG-020,AST-00387,187,16,0,2,64,14,192,7,0.47,High,5.8
IAM-000388,ORG-012,AST-00388,386,32,9,35,80,4,22,3,0.46,Medium,4.0
IAM-000389,ORG-023,AST-00389,435,31,4,24,67,0,91,16,0.42,Low,4.8
IAM-000390,ORG-015,AST-00390,181,9,4,10,97,0,171,6,0.55,Low,1.6
IAM-000391,ORG-005,AST-00391,103,1,0,2,74,1,24,2,0.68,High,4.7
IAM-000392,ORG-003,AST-00392,484,47,5,16,44,42,46,6,0.87,High,7.9
IAM-000393,ORG-001,AST-00393,35,1,0,2,96,1,184,10,0.44,High,4.4
IAM-000394,ORG-022,AST-00394,221,13,3,21,64,5,190,29,0.58,Medium,7.4
IAM-000395,ORG-018,AST-00395,161,6,5,7,69,5,30,0,0.94,High,5.9
IAM-000396,ORG-024,AST-00396,364,8,4,22,36,1,68,11,0.83,Low,6.5
IAM-000397,ORG-014,AST-00397,312,18,15,28,98,12,112,12,0.38,High,6.8
IAM-000398,ORG-024,AST-00398,199,7,4,14,36,0,193,8,0.69,Low,6.2
IAM-000399,ORG-008,AST-00399,296,8,0,21,38,5,42,6,0.8,High,6.7
IAM-000400,ORG-019,AST-00400,378,28,16,13,82,5,134,7,0.98,Medium,5.7
IAM-000401,ORG-011,AST-00401,423,42,20,20,84,2,161,26,0.43,Low,8.0
IAM-000402,ORG-011,AST-00402,217,8,9,10,46,8,60,9,0.67,High,9.7
IAM-000403,ORG-009,AST-00403,435,3,6,31,40,1,165,20,0.97,Low,8.0
IAM-000404,ORG-025,AST-00404,306,2,5,22,71,1,195,0,0.87,Low,4.6
IAM-000405,ORG-017,AST-00405,345,27,6,0,70,10,64,9,0.49,Medium,5.1
IAM-000406,ORG-003,AST-00406,214,20,8,9,88,12,25,4,0.89,High,4.4
IAM-000407,ORG-013,AST-00407,457,31,2,28,46,13,145,5,0.62,Medium,5.5
IAM-000408,ORG-020,AST-00408,478,28,5,13,44,10,139,13,0.99,Medium,6.6
IAM-000409,ORG-010,AST-00409,372,27,4,4,78,2,128,16,0.34,Low,4.1
IAM-000410,ORG-018,AST-00410,101,2,2,2,55,2,43,2,0.65,High,6.5
IAM-000411,ORG-015,AST-00411,402,20,6,27,73,17,54,1,0.4,High,6.1
IAM-000412,ORG-001,AST-00412,192,3,0,16,70,0,30,1,0.41,Low,1.9
IAM-000413,ORG-006,AST-00413,110,7,4,7,43,4,139,8,0.36,High,7.0
IAM-000414,ORG-013,AST-00414,373,28,10,33,98,17,99,1,0.67,High,4.5
IAM-000415,ORG-020,AST-00415,358,11,4,5,43,0,154,2,0.35,Low,4.7
IAM-000416,ORG-013,AST-00416,92,5,0,2,54,1,68,13,0.54,Low,5.3
IAM-000417,ORG-020,AST-00417,356,11,16,4,92,0,111,16,0.44,Low,5.4
IAM-000418,ORG-009,AST-00418,266,1,4,22,96,0,125,19,0.49,Low,3.4
IAM-000419,ORG-001,AST-00419,211,10,2,20,38,3,49,6,0.72,Medium,5.8
IAM-000420,ORG-017,AST-00420,263,7,4,6,43,4,124,15,0.93,High,7.6
IAM-000421,ORG-022,AST-00421,221,6,3,15,94,4,99,18,0.52,High,4.9
IAM-000422,ORG-023,AST-00422,90,5,4,0,43,2,134,19,0.52,Low,7.8
IAM-000423,ORG-005,AST-00423,300,5,13,3,50,1,95,12,0.79,Low,7.4
IAM-000424,ORG-010,AST-00424,70,7,0,1,83,1,148,16,0.37,Low,3.5
IAM-000425,ORG-018,AST-00425,306,22,13,2,78,20,113,15,0.58,High,7.9
IAM-000426,ORG-014,AST-00426,198,12,6,3,92,11,42,8,0.54,High,4.8
IAM-000427,ORG-006,AST-00427,290,13,11,29,39,12,169,17,0.76,High,10
IAM-000428,ORG-022,AST-00428,13,1,0,0,73,0,36,6,0.53,Low,2.7
IAM-000429,ORG-007,AST-00429,378,32,16,2,40,1,62,3,0.36,Low,7.8
IAM-000430,ORG-023,AST-00430,299,18,9,13,79,0,3,1,0.84,Low,3.7
IAM-000431,ORG-025,AST-00431,126,4,6,9,82,3,73,8,0.88,High,5.7
IAM-000432,ORG-003,AST-00432,360,9,3,15,64,6,110,14,0.45,High,6.3
IAM-000433,ORG-024,AST-00433,308,16,9,27,47,13,137,14,0.76,High,9.0
IAM-000434,ORG-011,AST-00434,33,3,0,2,78,1,153,23,0.64,Low,5.2
IAM-000435,ORG-015,AST-00435,408,33,15,29,63,2,82,10,0.89,Low,6.7
IAM-000436,ORG-007,AST-00436,410,9,19,22,58,3,85,14,0.44,Medium,9.0
IAM-000437,ORG-007,AST-00437,295,15,7,26,71,0,104,12,0.74,Low,4.9
IAM-000438,ORG-015,AST-00438,494,2,17,44,32,0,10,1,0.34,Low,7.6
IAM-000439,ORG-022,AST-00439,359,17,11,10,59,16,65,3,0.55,High,7.8
IAM-000440,ORG-019,AST-00440,7,2,0,0,48,0,174,22,0.46,Low,5.4
IAM-000441,ORG-015,AST-00441,429,25,21,34,78,11,165,27,0.4,Medium,10
IAM-000442,ORG-002,AST-00442,157,13,6,15,79,10,45,5,0.47,High,5.3
IAM-000443,ORG-018,AST-00443,31,1,0,3,62,1,8,0,0.76,High,6.0
IAM-000444,ORG-006,AST-00444,471,22,2,25,70,21,0,1,0.47,High,5.8
IAM-000445,ORG-011,AST-00445,51,5,0,1,91,5,189,26,0.81,High,6.3
IAM-000446,ORG-009,AST-00446,373,6,4,8,87,1,76,6,0.84,Low,2.7
IAM-000447,ORG-019,AST-00447,261,6,11,15,98,4,144,3,0.38,High,4.2
IAM-000448,ORG-014,AST-00448,82,8,4,2,98,4,183,14,0.88,Medium,4.2
IAM-000449,ORG-017,AST-00449,498,24,16,9,99,24,120,2,0.84,High,6.7
IAM-000450,ORG-019,AST-00450,79,5,2,1,96,4,102,3,0.5,High,3.1
IAM-000451,ORG-001,AST-00451,370,10,17,8,83,4,148,18,0.88,Medium,7.6
IAM-000452,ORG-023,AST-00452,432,5,4,22,66,0,93,9,0.56,Low,4.2
IAM-000453,ORG-017,AST-00453,85,8,4,1,82,0,169,7,0.74,Low,2.3
IAM-000454,ORG-005,AST-00454,313,30,11,15,59,7,107,0,0.75,Medium,5.2
IAM-000455,ORG-003,AST-00455,267,8,3,23,49,1,158,30,0.3,Low,7.6
IAM-000456,ORG-013,AST-00456,60,5,1,1,82,1,63,2,0.7,Low,2.6
IAM-000457,ORG-001,AST-00457,12,1,0,0,96,0,166,31,0.48,Low,3.6
IAM-000458,ORG-025,AST-00458,347,8,6,6,55,2,165,31,0.65,Low,7.8
IAM-000459,ORG-025,AST-00459,35,1,0,3,57,1,159,25,0.54,High,8.1
IAM-000460,ORG-021,AST-00460,355,12,9,20,79,9,173,16,0.89,High,7.3
IAM-000461,ORG-012,AST-00461,75,6,3,2,58,3,138,9,0.31,Medium,5.9
IAM-000462,ORG-006,AST-00462,141,10,7,6,33,10,150,12,0.67,High,10
IAM-000463,ORG-025,AST-00463,450,11,9,17,89,2,28,3,0.86,Low,3.8
IAM-000464,ORG-016,AST-00464,491,10,24,18,45,3,80,14,0.37,Medium,10
IAM-000465,ORG-013,AST-00465,163,1,7,16,89,0,180,34,0.88,Low,5.3
IAM-000466,ORG-019,AST-00466,401,12,17,3,82,10,46,5,0.78,High,7.7
IAM-000467,ORG-025,AST-00467,296,8,14,16,61,1,84,0,0.43,Low,5.5
IAM-000468,ORG-023,AST-00468,33,1,0,1,34,0,189,33,0.49,Low,7.3
IAM-000469,ORG-013,AST-00469,473,38,20,39,83,24,67,1,0.76,High,6.9
IAM-000470,ORG-016,AST-00470,327,7,15,28,71,4,187,23,0.47,High,9.1
IAM-000471,ORG-020,AST-00471,498,48,13,38,81,27,72,1,0.72,High,5.3
IAM-000472,ORG-015,AST-00472,262,12,12,25,62,3,160,15,0.35,Medium,7.5
IAM-000473,ORG-024,AST-00473,174,12,1,13,92,8,182,29,0.75,High,5.5
IAM-000474,ORG-017,AST-00474,390,19,18,12,75,14,36,0,0.93,High,7.4
IAM-000475,ORG-002,AST-00475,236,13,2,20,53,10,186,2,0.37,High,5.8
IAM-000476,ORG-023,AST-00476,149,3,2,3,36,0,138,12,0.97,Low,5.8
IAM-000477,ORG-024,AST-00477,300,20,12,7,90,18,125,16,0.63,High,7.8
IAM-000478,ORG-015,AST-00478,340,18,11,4,87,11,126,7,0.95,High,5.9
IAM-000479,ORG-022,AST-00479,288,23,10,19,80,18,12,2,0.73,High,5.9
IAM-000480,ORG-022,AST-00480,180,1,7,13,96,1,122,8,0.48,High,5.2
IAM-000481,ORG-025,AST-00481,417,36,10,16,92,20,166,24,0.95,High,6.9
IAM-000482,ORG-007,AST-00482,458,10,12,42,46,10,190,0,0.67,High,8.9
IAM-000483,ORG-012,AST-00483,331,16,13,33,67,8,106,11,0.4,Medium,7.0
IAM-000484,ORG-019,AST-00484,435,24,4,28,95,6,39,5,0.93,Medium,2.8
IAM-000485,ORG-018,AST-00485,401,30,14,10,67,7,158,4,0.92,Medium,6.4
IAM-000486,ORG-023,AST-00486,38,3,0,0,32,0,79,8,0.72,Low,5.8
IAM-000487,ORG-011,AST-00487,393,34,9,33,50,32,182,4,0.73,High,7.9
IAM-000488,ORG-002,AST-00488,157,6,2,8,49,1,7,1,0.82,Low,4.4
IAM-000489,ORG-022,AST-00489,44,4,1,3,30,2,145,12,0.59,Low,8.0
IAM-000490,ORG-025,AST-00490,446,37,9,24,47,8,48,4,0.49,Medium,6.6
IAM-000491,ORG-013,AST-00491,237,22,2,3,74,13,164,0,0.41,High,4.1
IAM-000492,ORG-003,AST-00492,128,8,6,7,41,8,42,5,0.39,High,8.7
IAM-000493,ORG-023,AST-00493,292,17,2,1,77,14,75,13,0.61,High,5.8
IAM-000494,ORG-013,AST-00494,122,5,6,8,32,3,124,21,0.53,High,9.7
IAM-000495,ORG-016,AST-00495,406,35,3,40,92,28,78,9,0.4,High,4.4
IAM-000496,ORG-016,AST-00496,300,26,6,13,55,5,59,0,0.82,Medium,4.6
IAM-000497,ORG-018,AST-00497,170,14,5,16,86,4,33,6,0.61,Medium,3.6
IAM-000498,ORG-008,AST-00498,62,2,0,2,65,2,90,10,1.0,High,6.4
IAM-000499,ORG-016,AST-00499,86,2,3,6,97,1,4,0,0.85,Low,2.4
IAM-000500,ORG-019,AST-00500,95,8,3,9,75,8,32,6,0.83,High,6.3
IAM-000501,ORG-016,AST-00501,139,8,5,1,77,1,172,29,0.39,Low,6.2
IAM-000502,ORG-005,AST-00502,481,13,9,8,32,0,185,34,0.59,Low,9.3
IAM-000503,ORG-020,AST-00503,384,21,7,5,79,20,115,10,0.64,High,6.4
IAM-000504,ORG-024,AST-00504,61,5,0,1,51,3,98,6,0.66,High,5.4
IAM-000505,ORG-025,AST-00505,25,2,0,0,98,1,75,6,0.82,Low,2.7
IAM-000506,ORG-010,AST-00506,304,8,9,2,54,0,27,3,0.44,Low,5.6
IAM-000507,ORG-022,AST-00507,184,11,7,14,56,11,63,3,0.45,High,7.7
IAM-000508,ORG-012,AST-00508,310,3,15,28,71,1,138,1,0.41,Low,5.9
IAM-000509,ORG-012,AST-00509,177,17,6,7,81,12,159,21,0.36,High,7.1
IAM-000510,ORG-024,AST-00510,230,14,3,23,98,4,15,3,0.35,Medium,1.9
IAM-000511,ORG-018,AST-00511,83,7,1,0,39,1,106,8,0.95,Low,5.5
IAM-000512,ORG-002,AST-00512,204,12,4,12,70,1,53,9,0.65,Low,3.5
IAM-000513,ORG-006,AST-00513,49,2,1,4,85,0,171,24,0.63,Low,3.8
IAM-000514,ORG-001,AST-00514,449,12,10,23,60,1,84,9,0.41,Low,5.4
IAM-000515,ORG-016,AST-00515,83,5,3,6,86,3,120,24,0.56,High,6.2
IAM-000516,ORG-023,AST-00516,49,2,2,4,100,2,147,28,0.49,High,5.7
IAM-000517,ORG-002,AST-00517,59,1,1,0,39,1,119,23,0.55,High,9.4
IAM-000518,ORG-004,AST-00518,93,4,3,0,57,0,5,1,0.94,Low,3.4
IAM-000519,ORG-001,AST-00519,482,28,2,39,95,26,153,10,0.33,High,4.4
IAM-000520,ORG-014,AST-00520,241,14,2,24,66,4,136,14,0.47,Medium,5.1
IAM-000521,ORG-022,AST-00521,25,2,1,0,67,2,190,19,0.44,High,7.2
IAM-000522,ORG-024,AST-00522,467,22,2,3,60,22,4,1,0.81,High,6.4
IAM-000523,ORG-012,AST-00523,8,2,0,0,80,1,141,17,0.57,Low,4.1
IAM-000524,ORG-005,AST-00524,183,9,4,6,100,5,105,10,0.54,High,3.4
IAM-000525,ORG-012,AST-00525,223,6,7,11,48,6,17,1,0.81,High,7.8
IAM-000526,ORG-024,AST-00526,180,7,7,17,91,0,181,30,0.92,Low,4.9
IAM-000527,ORG-007,AST-00527,357,24,17,26,78,10,17,1,0.83,Medium,6.2
IAM-000528,ORG-013,AST-00528,17,2,0,1,81,0,150,25,0.68,Low,3.9
IAM-000529,ORG-005,AST-00529,292,23,7,4,67,15,155,10,0.68,High,6.3
IAM-000530,ORG-024,AST-00530,205,9,2,0,71,8,143,0,0.34,High,5.5
IAM-000531,ORG-012,AST-00531,193,9,6,19,95,8,185,32,0.7,High,7.1
IAM-000532,ORG-024,AST-00532,60,1,3,1,49,0,20,2,0.85,Low,3.8
IAM-000533,ORG-009,AST-00533,5,2,0,0,90,1,59,2,0.42,Low,2.4
IAM-000534,ORG-011,AST-00534,75,5,1,0,67,1,95,4,0.88,Low,3.7
IAM-000535,ORG-015,AST-00535,401,38,17,16,69,34,123,21,0.33,High,10
IAM-000536,ORG-014,AST-00536,413,38,18,11,40,38,108,7,0.75,High,10
IAM-000537,ORG-007,AST-00537,416,22,3,39,52,6,104,13,0.86,Medium,6.1
IAM-000538,ORG-025,AST-00538,336,19,0,17,66,19,102,18,0.73,High,7.2
IAM-000539,ORG-016,AST-00539,399,16,15,3,83,9,17,0,0.96,High,6.1
IAM-000540,ORG-012,AST-00540,491,10,21,22,95,6,141,18,0.59,High,8.3
IAM-000541,ORG-005,AST-00541,487,23,5,33,47,5,88,7,0.49,Medium,6.3
IAM-000542,ORG-011,AST-00542,261,2,10,24,61,0,147,13,0.45,Low,6.1
IAM-000543,ORG-016,AST-00543,423,5,9,21,81,3,43,2,0.3,High,5.3
IAM-000544,ORG-006,AST-00544,461,29,15,24,40,12,135,18,0.52,Medium,10
IAM-000545,ORG-004,AST-00545,161,1,2,8,48,1,163,28,0.39,High,9.9
IAM-000546,ORG-020,AST-00546,25,2,0,0,74,2,183,34,0.84,High,8.4
IAM-000547,ORG-013,AST-00547,294,13,1,12,96,11,104,16,0.85,High,4.9
IAM-000548,ORG-013,AST-00548,317,27,5,0,80,9,104,17,0.68,Medium,5.4
IAM-000549,ORG-017,AST-00549,222,18,5,0,65,13,4,0,0.49,High,5.6
IAM-000550,ORG-023,AST-00550,192,19,3,6,72,16,99,18,0.94,High,7.1
IAM-000551,ORG-009,AST-00551,108,7,5,8,44,7,54,9,0.47,High,8.9
IAM-000552,ORG-004,AST-00552,30,2,0,2,49,1,30,1,0.47,Low,4.7
IAM-000553,ORG-002,AST-00553,391,2,0,24,34,0,145,1,1.0,Low,4.2
IAM-000554,ORG-013,AST-00554,143,14,5,10,83,0,39,0,0.32,Low,2.2
IAM-000555,ORG-004,AST-00555,76,7,2,2,62,0,144,26,0.64,Low,5.7
IAM-000556,ORG-023,AST-00556,391,6,9,23,33,2,190,6,0.63,Low,7.9
IAM-000557,ORG-011,AST-00557,9,1,0,0,60,0,27,5,0.96,Low,3.5
IAM-000558,ORG-008,AST-00558,364,9,5,28,41,2,68,8,0.61,Low,6.1
IAM-000559,ORG-014,AST-00559,81,3,0,1,70,0,191,13,0.93,Low,3.2
IAM-000560,ORG-022,AST-00560,355,30,7,16,80,1,155,16,0.89,Low,4.9
IAM-000561,ORG-019,AST-00561,496,12,6,3,98,1,129,21,0.81,Low,3.9
IAM-000562,ORG-001,AST-00562,113,1,0,2,48,0,175,4,0.37,Low,4.1
IAM-000563,ORG-008,AST-00563,367,1,1,27,31,1,109,15,0.63,High,8.8
IAM-000564,ORG-001,AST-00564,21,1,0,0,36,1,33,4,0.54,High,7.5
IAM-000565,ORG-004,AST-00565,270,8,10,16,39,0,147,23,0.39,Low,8.7
IAM-000566,ORG-020,AST-00566,234,17,2,12,89,8,193,13,0.55,Medium,3.5
IAM-000567,ORG-023,AST-00567,442,10,17,24,74,8,152,8,0.88,High,8.3
IAM-000568,ORG-025,AST-00568,356,34,13,25,58,29,28,4,0.85,High,7.9
IAM-000569,ORG-018,AST-00569,242,17,5,22,92,12,91,2,0.94,High,3.4
IAM-000570,ORG-022,AST-00570,305,5,6,0,92,4,156,20,0.56,High,5.8
IAM-000571,ORG-002,AST-00571,220,19,6,14,42,19,166,20,0.38,High,10
IAM-000572,ORG-016,AST-00572,312,15,14,6,59,7,143,22,0.77,Medium,9.4
IAM-000573,ORG-023,AST-00573,200,18,8,11,80,5,197,9,0.54,Medium,4.6
IAM-000574,ORG-009,AST-00574,229,12,5,14,81,9,103,3,0.9,High,4.3
IAM-000575,ORG-025,AST-00575,89,1,4,4,99,0,112,13,0.99,Low,1.7
IAM-000576,ORG-007,AST-00576,57,1,1,3,60,1,198,17,0.43,High,8.0
IAM-000577,ORG-020,AST-00577,494,43,19,34,39,34,40,0,0.9,High,10
IAM-000578,ORG-022,AST-00578,272,22,8,23,58,18,194,15,0.54,High,8.1
IAM-000579,ORG-025,AST-00579,396,13,1,17,48,5,44,2,0.44,Medium,5.2
IAM-000580,ORG-010,AST-00580,246,7,10,6,76,4,26,3,0.38,High,6.0
IAM-000581,ORG-015,AST-00581,115,5,5,6,44,4,19,3,0.6,High,7.2
IAM-000582,ORG-009,AST-00582,409,40,10,39,38,36,192,21,0.85,High,10
IAM-000583,ORG-013,AST-00583,218,8,2,13,65,5,100,1,0.7,High,4.8
IAM-000584,ORG-010,AST-00584,301,15,14,7,89,12,191,25,0.35,High,8.0
IAM-000585,ORG-015,AST-00585,152,6,2,11,85,2,29,4,0.57,Low,2.7
IAM-000586,ORG-013,AST-00586,292,27,12,24,49,27,123,22,0.9,High,10
IAM-000587,ORG-013,AST-00587,91,2,3,3,58,1,16,1,0.52,Low,5.4
IAM-000588,ORG-023,AST-00588,296,15,7,12,94,10,87,11,0.59,High,4.7
IAM-000589,ORG-009,AST-00589,106,5,5,8,59,2,67,13,0.9,Low,6.2
IAM-000590,ORG-021,AST-00590,163,5,5,3,86,3,17,3,0.48,High,3.8
IAM-000591,ORG-019,AST-00591,200,16,4,7,54,15,51,10,0.84,High,7.6
IAM-000592,ORG-004,AST-00592,476,46,19,5,97,38,39,2,0.66,High,6.7
IAM-000593,ORG-010,AST-00593,294,2,9,14,37,2,111,11,0.32,High,10
IAM-000594,ORG-005,AST-00594,267,4,0,13,39,3,75,8,0.95,High,6.7
IAM-000595,ORG-009,AST-00595,286,10,14,10,59,9,99,0,0.75,High,7.9
IAM-000596,ORG-012,AST-00596,478,47,20,33,88,7,70,8,0.38,Medium,6.3
IAM-000597,ORG-013,AST-00597,469,12,0,28,60,11,45,3,0.55,High,5.9
IAM-000598,ORG-005,AST-00598,32,2,1,0,95,0,44,0,0.8,Low,0.9
IAM-000599,ORG-006,AST-00599,250,9,11,21,47,8,76,5,0.48,High,9.3
IAM-000600,ORG-025,AST-00600,273,6,10,5,40,1,128,9,0.59,Low,7.3
IAM-000601,ORG-004,AST-00601,352,9,12,27,80,3,199,0,0.65,Medium,5.2
IAM-000602,ORG-020,AST-00602,344,15,15,31,71,5,41,0,0.88,Medium,5.5
IAM-000603,ORG-005,AST-00603,288,20,14,27,56,1,80,0,0.76,Low,6.0
IAM-000604,ORG-017,AST-00604,412,1,15,22,53,1,184,31,0.68,High,10
IAM-000605,ORG-003,AST-00605,10,1,0,0,94,0,72,1,0.64,Low,0.0
IAM-000606,ORG-010,AST-00606,52,1,1,4,77,1,42,3,0.58,High,5.4
