mapping_id,organization_id,control_id,framework,framework_function,framework_category,requirement_id,compliance_status,evidence_available,evidence_quality,gap_score
CMAP-000804,ORG-019,CTRL-0273,CIS Controls,CIS,CIS 11 Data Recovery,CIS -41,Compliant,True,Weak,0
CMAP-000805,ORG-019,CTRL-0274,ISO/IEC 27001,A.12,A.12 Operations Security,ISO/-4,Non-Compliant,False,None,0.75
CMAP-000806,ORG-019,CTRL-0274,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -12,Partially Compliant,False,None,0.48
CMAP-000807,ORG-019,CTRL-0275,CIS Controls,CIS,CIS 8 Audit Logs,CIS -46,Compliant,True,Moderate,0
CMAP-000808,ORG-019,CTRL-0275,ISO/IEC 27001,A.10,A.10 Cryptography,ISO/-16,Compliant,True,Moderate,0
CMAP-000809,ORG-019,CTRL-0275,NIST Cybersecurity Framework,Recover,Recover,NIST-4,Compliant,True,Strong,0
CMAP-000810,ORG-019,CTRL-0275,RBI Cyber Security Framework,Governance,Governance,RBI -39,Compliant,True,Weak,0
CMAP-000811,ORG-019,CTRL-0276,RBI Cyber Security Framework,Network,Network Security,RBI -41,Compliant,True,Moderate,0
CMAP-000812,ORG-019,CTRL-0276,CIS Controls,CIS,CIS 6 Access Control,CIS -31,Compliant,True,Strong,0
CMAP-000813,ORG-019,CTRL-0276,NIST Cybersecurity Framework,Protect,Protect,NIST-8,Compliant,True,Moderate,0
CMAP-000814,ORG-019,CTRL-0276,ISO/IEC 27001,A.8,A.8 Asset Mgmt,ISO/-29,Compliant,True,Moderate,0
CMAP-000815,ORG-019,CTRL-0277,CIS Controls,CIS,CIS 11 Data Recovery,CIS -21,Non-Compliant,False,None,0.75
CMAP-000816,ORG-019,CTRL-0277,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-46,Partially Compliant,True,Moderate,0.38
CMAP-000817,ORG-019,CTRL-0277,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -21,Non-Compliant,False,None,0.7
CMAP-000818,ORG-019,CTRL-0277,ISO/IEC 27001,A.13,A.13 Comms Security,ISO/-25,Non-Compliant,False,None,0.51
CMAP-000819,ORG-019,CTRL-0278,CIS Controls,CIS,CIS 11 Data Recovery,CIS -3,Partially Compliant,True,Weak,0.62
CMAP-000820,ORG-019,CTRL-0278,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-45,Partially Compliant,False,None,0.85
CMAP-000821,ORG-019,CTRL-0278,ISO/IEC 27001,A.13,A.13 Comms Security,ISO/-34,Partially Compliant,False,None,0.83
CMAP-000822,ORG-019,CTRL-0279,ISO/IEC 27001,A.13,A.13 Comms Security,ISO/-14,Non-Compliant,False,None,0.71
CMAP-000823,ORG-019,CTRL-0279,CIS Controls,CIS,CIS 8 Audit Logs,CIS -18,Non-Compliant,False,None,0.21
CMAP-000824,ORG-019,CTRL-0280,ISO/IEC 27001,A.5,A.5 Policies,ISO/-41,Compliant,True,Strong,0
CMAP-000825,ORG-019,CTRL-0280,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -22,Compliant,True,Moderate,0
CMAP-000826,ORG-019,CTRL-0281,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -32,Partially Compliant,False,None,0.35
CMAP-000827,ORG-019,CTRL-0281,NIST Cybersecurity Framework,Detect,Detect,NIST-16,Non-Compliant,False,None,0.56
CMAP-000828,ORG-019,CTRL-0281,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-14,Partially Compliant,False,None,0.7
CMAP-000829,ORG-019,CTRL-0281,ISO/IEC 27001,A.9,A.9 Access Control,ISO/-13,Non-Compliant,False,None,0.72
CMAP-000830,ORG-019,CTRL-0282,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-32,Non-Compliant,False,None,0.42
CMAP-000831,ORG-019,CTRL-0282,NIST Cybersecurity Framework,Govern,Govern,NIST-50,Partially Compliant,False,None,0.25
CMAP-000832,ORG-019,CTRL-0282,ISO/IEC 27001,A.10,A.10 Cryptography,ISO/-2,Non-Compliant,False,None,0.81
CMAP-000833,ORG-019,CTRL-0283,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -50,Non-Compliant,False,None,0.79
CMAP-000834,ORG-019,CTRL-0283,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-27,Partially Compliant,True,Weak,0.9
CMAP-000835,ORG-019,CTRL-0284,CIS Controls,CIS,CIS 11 Data Recovery,CIS -46,Partially Compliant,True,Strong,0.31
CMAP-000836,ORG-019,CTRL-0284,RBI Cyber Security Framework,Incident,Incident Response,RBI -7,Non-Compliant,False,None,0.46
CMAP-000837,ORG-019,CTRL-0284,ISO/IEC 27001,A.16,A.16 Incident Mgmt,ISO/-7,Partially Compliant,True,Strong,0.9
CMAP-000838,ORG-019,CTRL-0285,NIST Cybersecurity Framework,Recover,Recover,NIST-22,Partially Compliant,True,Weak,0.26
CMAP-000839,ORG-019,CTRL-0285,RBI Cyber Security Framework,Access,Access Control,RBI -12,Non-Compliant,False,None,0.59
CMAP-000840,ORG-019,CTRL-0285,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -18,Partially Compliant,True,Strong,0.39
CMAP-000841,ORG-019,CTRL-0285,ISO/IEC 27001,A.6,A.6 Organization,ISO/-29,Non-Compliant,False,None,0.46
CMAP-000842,ORG-019,CTRL-0286,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -3,Partially Compliant,True,Strong,0.64
CMAP-000843,ORG-019,CTRL-0286,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-20,Non-Compliant,False,None,0.46
CMAP-000844,ORG-019,CTRL-0286,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -6,Partially Compliant,True,Weak,0.7
CMAP-000845,ORG-019,CTRL-0286,NIST Cybersecurity Framework,Protect,Protect,NIST-29,Partially Compliant,False,None,0.44
CMAP-000846,ORG-019,CTRL-0287,ISO/IEC 27001,A.18,A.18 Compliance,ISO/-16,Compliant,True,Moderate,0
CMAP-000847,ORG-019,CTRL-0287,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-47,Compliant,True,Strong,0
CMAP-000848,ORG-019,CTRL-0287,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -50,Compliant,True,Weak,0
CMAP-000849,ORG-019,CTRL-0288,RBI Cyber Security Framework,Access,Access Control,RBI -46,Compliant,True,Strong,0
CMAP-000850,ORG-019,CTRL-0288,NIST Cybersecurity Framework,Recover,Recover,NIST-24,Compliant,True,Moderate,0
CMAP-000851,ORG-019,CTRL-0288,ISO/IEC 27001,A.16,A.16 Incident Mgmt,ISO/-43,Compliant,True,Moderate,0
CMAP-000852,ORG-019,CTRL-0289,NIST Cybersecurity Framework,Identify,Identify,NIST-5,Compliant,True,Moderate,0
CMAP-000853,ORG-019,CTRL-0289,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -49,Compliant,True,Moderate,0
CMAP-000854,ORG-019,CTRL-0290,ISO/IEC 27001,A.16,A.16 Incident Mgmt,ISO/-44,Partially Compliant,False,None,0.5
CMAP-000855,ORG-019,CTRL-0290,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-40,Non-Compliant,False,None,0.54
CMAP-000856,ORG-019,CTRL-0290,RBI Cyber Security Framework,Network,Network Security,RBI -37,Partially Compliant,True,Moderate,0.62
CMAP-000857,ORG-019,CTRL-0291,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -11,Non-Compliant,False,None,0.75
CMAP-000858,ORG-019,CTRL-0291,NIST Cybersecurity Framework,Identify,Identify,NIST-38,Partially Compliant,False,None,0.73
CMAP-000859,ORG-019,CTRL-0291,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-47,Partially Compliant,False,None,0.87
CMAP-000860,ORG-019,CTRL-0291,RBI Cyber Security Framework,Access,Access Control,RBI -12,Non-Compliant,False,None,0.54
CMAP-000861,ORG-019,CTRL-0292,CIS Controls,CIS,CIS 6 Access Control,CIS -1,Compliant,True,Strong,0
CMAP-000862,ORG-019,CTRL-0292,ISO/IEC 27001,A.9,A.9 Access Control,ISO/-27,Compliant,True,Moderate,0
CMAP-000863,ORG-019,CTRL-0292,RBI Cyber Security Framework,Network,Network Security,RBI -34,Compliant,True,Weak,0
CMAP-000864,ORG-019,CTRL-0292,NIST Cybersecurity Framework,Govern,Govern,NIST-21,Compliant,True,Strong,0
CMAP-000865,ORG-019,CTRL-0293,RBI Cyber Security Framework,Governance,Governance,RBI -8,Compliant,True,Strong,0
CMAP-000866,ORG-019,CTRL-0293,ISO/IEC 27001,A.16,A.16 Incident Mgmt,ISO/-45,Compliant,True,Weak,0
CMAP-000867,ORG-020,CTRL-0294,RBI Cyber Security Framework,Network,Network Security,RBI -7,Partially Compliant,False,None,0.24
CMAP-000868,ORG-020,CTRL-0294,ISO/IEC 27001,A.8,A.8 Asset Mgmt,ISO/-11,Non-Compliant,False,None,0.22
CMAP-000869,ORG-020,CTRL-0294,NIST Cybersecurity Framework,Identify,Identify,NIST-14,Partially Compliant,False,None,0.28
CMAP-000870,ORG-020,CTRL-0294,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-37,Non-Compliant,False,None,0.83
CMAP-000871,ORG-020,CTRL-0295,CIS Controls,CIS,CIS 8 Audit Logs,CIS -39,Non-Compliant,False,None,0.28
CMAP-000872,ORG-020,CTRL-0295,NIST Cybersecurity Framework,Recover,Recover,NIST-27,Partially Compliant,True,Weak,0.35
CMAP-000873,ORG-020,CTRL-0295,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-25,Partially Compliant,False,None,0.69
CMAP-000874,ORG-020,CTRL-0296,ISO/IEC 27001,A.13,A.13 Comms Security,ISO/-31,Compliant,True,Weak,0
CMAP-000875,ORG-020,CTRL-0296,RBI Cyber Security Framework,Network,Network Security,RBI -49,Compliant,True,Moderate,0
CMAP-000876,ORG-020,CTRL-0296,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -7,Compliant,True,Strong,0
CMAP-000877,ORG-020,CTRL-0296,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-28,Compliant,True,Weak,0
CMAP-000878,ORG-020,CTRL-0297,CIS Controls,CIS,CIS 4 Secure Config,CIS -20,Compliant,True,Moderate,0
CMAP-000879,ORG-020,CTRL-0297,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -49,Compliant,True,Weak,0
CMAP-000880,ORG-020,CTRL-0297,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-24,Compliant,True,Weak,0
CMAP-000881,ORG-020,CTRL-0297,ISO/IEC 27001,A.17,A.17 BCM,ISO/-7,Compliant,True,Moderate,0
CMAP-000882,ORG-020,CTRL-0298,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-48,Non-Compliant,False,None,0.38
CMAP-000883,ORG-020,CTRL-0298,RBI Cyber Security Framework,Incident,Incident Response,RBI -15,Partially Compliant,True,Moderate,0.39
CMAP-000884,ORG-020,CTRL-0299,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -20,Non-Compliant,False,None,0.82
CMAP-000885,ORG-020,CTRL-0299,NIST Cybersecurity Framework,Recover,Recover,NIST-39,Non-Compliant,False,None,0.48
CMAP-000886,ORG-020,CTRL-0299,ISO/IEC 27001,A.5,A.5 Policies,ISO/-7,Partially Compliant,True,Strong,0.47
CMAP-000887,ORG-020,CTRL-0300,NIST Cybersecurity Framework,Protect,Protect,NIST-40,Compliant,True,Strong,0
CMAP-000888,ORG-020,CTRL-0300,ISO/IEC 27001,A.12,A.12 Operations Security,ISO/-31,Compliant,True,Weak,0
CMAP-000889,ORG-020,CTRL-0300,SEBI Cybersecurity and Cyber Resilience Framework,Respond,Respond & Recover,SEBI-30,Compliant,True,Weak,0
CMAP-000890,ORG-020,CTRL-0300,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -30,Compliant,True,Strong,0
CMAP-000891,ORG-020,CTRL-0301,ISO/IEC 27001,A.5,A.5 Policies,ISO/-11,Non-Compliant,False,None,0.38
CMAP-000892,ORG-020,CTRL-0301,NIST Cybersecurity Framework,Identify,Identify,NIST-12,Non-Compliant,False,None,0.7
CMAP-000893,ORG-020,CTRL-0301,RBI Cyber Security Framework,Network,Network Security,RBI -35,Partially Compliant,True,Moderate,0.7
CMAP-000894,ORG-021,CTRL-0302,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -23,Compliant,True,Moderate,0
CMAP-000895,ORG-021,CTRL-0302,NIST Cybersecurity Framework,Identify,Identify,NIST-37,Compliant,True,Moderate,0
CMAP-000896,ORG-021,CTRL-0302,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-48,Compliant,True,Weak,0
CMAP-000897,ORG-021,CTRL-0302,RBI Cyber Security Framework,Incident,Incident Response,RBI -38,Compliant,True,Strong,0
CMAP-000898,ORG-021,CTRL-0303,ISO/IEC 27001,A.13,A.13 Comms Security,ISO/-14,Compliant,True,Moderate,0
CMAP-000899,ORG-021,CTRL-0303,RBI Cyber Security Framework,Governance,Governance,RBI -8,Compliant,True,Strong,0
CMAP-000900,ORG-021,CTRL-0303,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-37,Compliant,True,Weak,0
CMAP-000901,ORG-021,CTRL-0304,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-6,Non-Compliant,False,None,0.8
CMAP-000902,ORG-021,CTRL-0304,NIST Cybersecurity Framework,Govern,Govern,NIST-6,Non-Compliant,False,None,0.25
CMAP-000903,ORG-021,CTRL-0304,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -24,Partially Compliant,False,None,0.56
CMAP-000904,ORG-021,CTRL-0305,NIST Cybersecurity Framework,Identify,Identify,NIST-45,Non-Compliant,False,None,0.65
CMAP-000905,ORG-021,CTRL-0305,CIS Controls,CIS,CIS 11 Data Recovery,CIS -39,Non-Compliant,False,None,0.89
CMAP-000906,ORG-021,CTRL-0305,ISO/IEC 27001,A.5,A.5 Policies,ISO/-24,Non-Compliant,False,None,0.73
CMAP-000907,ORG-021,CTRL-0305,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-10,Non-Compliant,False,None,0.66
CMAP-000908,ORG-021,CTRL-0306,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -6,Partially Compliant,False,None,0.75
CMAP-000909,ORG-021,CTRL-0306,ISO/IEC 27001,A.5,A.5 Policies,ISO/-38,Non-Compliant,False,None,0.46
CMAP-000910,ORG-021,CTRL-0306,NIST Cybersecurity Framework,Protect,Protect,NIST-27,Partially Compliant,False,None,0.61
CMAP-000911,ORG-021,CTRL-0307,SEBI Cybersecurity and Cyber Resilience Framework,Respond,Respond & Recover,SEBI-46,Partially Compliant,True,Weak,0.73
CMAP-000912,ORG-021,CTRL-0307,ISO/IEC 27001,A.9,A.9 Access Control,ISO/-14,Partially Compliant,True,Strong,0.56
CMAP-000913,ORG-021,CTRL-0307,CIS Controls,CIS,CIS 6 Access Control,CIS -27,Non-Compliant,False,None,0.5
CMAP-000914,ORG-021,CTRL-0308,NIST Cybersecurity Framework,Recover,Recover,NIST-28,Non-Compliant,False,None,0.47
CMAP-000915,ORG-021,CTRL-0308,RBI Cyber Security Framework,Governance,Governance,RBI -19,Non-Compliant,False,None,0.68
CMAP-000916,ORG-021,CTRL-0309,ISO/IEC 27001,A.16,A.16 Incident Mgmt,ISO/-41,Non-Compliant,False,None,0.62
CMAP-000917,ORG-021,CTRL-0309,RBI Cyber Security Framework,Incident,Incident Response,RBI -19,Partially Compliant,True,Strong,0.67
CMAP-000918,ORG-021,CTRL-0309,NIST Cybersecurity Framework,Protect,Protect,NIST-35,Partially Compliant,True,Moderate,0.21
CMAP-000919,ORG-021,CTRL-0310,CIS Controls,CIS,CIS 11 Data Recovery,CIS -3,Compliant,True,Moderate,0
CMAP-000920,ORG-021,CTRL-0310,SEBI Cybersecurity and Cyber Resilience Framework,Respond,Respond & Recover,SEBI-11,Compliant,True,Weak,0
CMAP-000921,ORG-021,CTRL-0310,ISO/IEC 27001,A.8,A.8 Asset Mgmt,ISO/-4,Compliant,True,Moderate,0
CMAP-000922,ORG-021,CTRL-0311,ISO/IEC 27001,A.12,A.12 Operations Security,ISO/-27,Non-Compliant,False,None,0.3
CMAP-000923,ORG-021,CTRL-0311,RBI Cyber Security Framework,Governance,Governance,RBI -31,Non-Compliant,False,None,0.41
CMAP-000924,ORG-021,CTRL-0312,NIST Cybersecurity Framework,Recover,Recover,NIST-9,Partially Compliant,False,None,0.87
CMAP-000925,ORG-021,CTRL-0312,ISO/IEC 27001,A.5,A.5 Policies,ISO/-49,Non-Compliant,False,None,0.63
CMAP-000926,ORG-021,CTRL-0312,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-14,Non-Compliant,False,None,0.88
CMAP-000927,ORG-021,CTRL-0313,RBI Cyber Security Framework,Governance,Governance,RBI -6,Partially Compliant,False,None,0.61
CMAP-000928,ORG-021,CTRL-0313,NIST Cybersecurity Framework,Identify,Identify,NIST-19,Partially Compliant,True,Strong,0.63
CMAP-000929,ORG-021,CTRL-0313,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -22,Non-Compliant,False,None,0.34
CMAP-000930,ORG-021,CTRL-0313,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-16,Non-Compliant,False,None,0.4
CMAP-000931,ORG-021,CTRL-0314,ISO/IEC 27001,A.6,A.6 Organization,ISO/-11,Non-Compliant,False,None,0.34
CMAP-000932,ORG-021,CTRL-0314,NIST Cybersecurity Framework,Identify,Identify,NIST-15,Non-Compliant,False,None,0.58
CMAP-000933,ORG-021,CTRL-0314,CIS Controls,CIS,CIS 8 Audit Logs,CIS -27,Partially Compliant,False,None,0.6
CMAP-000934,ORG-021,CTRL-0314,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-45,Partially Compliant,True,Weak,0.49
CMAP-000935,ORG-021,CTRL-0315,NIST Cybersecurity Framework,Govern,Govern,NIST-7,Non-Compliant,False,None,0.56
CMAP-000936,ORG-021,CTRL-0315,RBI Cyber Security Framework,Network,Network Security,RBI -27,Non-Compliant,False,None,0.83
CMAP-000937,ORG-021,CTRL-0315,ISO/IEC 27001,A.12,A.12 Operations Security,ISO/-12,Partially Compliant,False,None,0.57
CMAP-000938,ORG-021,CTRL-0316,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -29,Compliant,True,Moderate,0
CMAP-000939,ORG-021,CTRL-0316,SEBI Cybersecurity and Cyber Resilience Framework,Respond,Respond & Recover,SEBI-12,Compliant,True,Strong,0
CMAP-000940,ORG-021,CTRL-0316,NIST Cybersecurity Framework,Govern,Govern,NIST-23,Compliant,True,Strong,0
CMAP-000941,ORG-021,CTRL-0316,ISO/IEC 27001,A.10,A.10 Cryptography,ISO/-14,Compliant,True,Strong,0
CMAP-000942,ORG-021,CTRL-0317,ISO/IEC 27001,A.9,A.9 Access Control,ISO/-45,Partially Compliant,True,Moderate,0.41
CMAP-000943,ORG-021,CTRL-0317,CIS Controls,CIS,CIS 6 Access Control,CIS -35,Non-Compliant,False,None,0.36
CMAP-000944,ORG-021,CTRL-0318,NIST Cybersecurity Framework,Protect,Protect,NIST-14,Compliant,True,Moderate,0
CMAP-000945,ORG-021,CTRL-0318,ISO/IEC 27001,A.8,A.8 Asset Mgmt,ISO/-26,Compliant,True,Moderate,0
CMAP-000946,ORG-021,CTRL-0318,SEBI Cybersecurity and Cyber Resilience Framework,Identify,Identify,SEBI-19,Compliant,True,Strong,0
CMAP-000947,ORG-021,CTRL-0319,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-22,Partially Compliant,False,None,0.71
CMAP-000948,ORG-021,CTRL-0319,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -34,Partially Compliant,True,Weak,0.46
CMAP-000949,ORG-021,CTRL-0320,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-46,Compliant,True,Moderate,0
CMAP-000950,ORG-021,CTRL-0320,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -28,Compliant,True,Moderate,0
CMAP-000951,ORG-021,CTRL-0321,ISO/IEC 27001,A.6,A.6 Organization,ISO/-18,Compliant,True,Moderate,0
CMAP-000952,ORG-021,CTRL-0321,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-34,Compliant,True,Moderate,0
CMAP-000953,ORG-021,CTRL-0322,ISO/IEC 27001,A.10,A.10 Cryptography,ISO/-15,Partially Compliant,True,Moderate,0.24
CMAP-000954,ORG-021,CTRL-0322,NIST Cybersecurity Framework,Detect,Detect,NIST-8,Partially Compliant,False,None,0.48
CMAP-000955,ORG-021,CTRL-0322,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-45,Non-Compliant,False,None,0.89
CMAP-000956,ORG-021,CTRL-0322,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -7,Partially Compliant,False,None,0.88
CMAP-000957,ORG-021,CTRL-0323,RBI Cyber Security Framework,Governance,Governance,RBI -21,Partially Compliant,True,Moderate,0.88
CMAP-000958,ORG-021,CTRL-0323,NIST Cybersecurity Framework,Detect,Detect,NIST-16,Partially Compliant,False,None,0.81
CMAP-000959,ORG-021,CTRL-0323,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -22,Non-Compliant,False,None,0.77
CMAP-000960,ORG-021,CTRL-0324,NIST Cybersecurity Framework,Protect,Protect,NIST-27,Compliant,True,Weak,0
CMAP-000961,ORG-021,CTRL-0324,ISO/IEC 27001,A.5,A.5 Policies,ISO/-42,Compliant,True,Moderate,0
CMAP-000962,ORG-021,CTRL-0324,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -39,Compliant,True,Strong,0
CMAP-000963,ORG-021,CTRL-0325,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -1,Non-Compliant,False,None,0.69
CMAP-000964,ORG-021,CTRL-0325,NIST Cybersecurity Framework,Recover,Recover,NIST-34,Non-Compliant,False,None,0.47
CMAP-000965,ORG-021,CTRL-0326,CIS Controls,CIS,CIS 11 Data Recovery,CIS -34,Compliant,True,Moderate,0
CMAP-000966,ORG-021,CTRL-0326,ISO/IEC 27001,A.12,A.12 Operations Security,ISO/-39,Compliant,True,Strong,0
CMAP-000967,ORG-021,CTRL-0326,RBI Cyber Security Framework,Incident,Incident Response,RBI -19,Compliant,True,Strong,0
CMAP-000968,ORG-021,CTRL-0326,NIST Cybersecurity Framework,Respond,Respond,NIST-6,Compliant,True,Strong,0
CMAP-000969,ORG-022,CTRL-0327,RBI Cyber Security Framework,Network,Network Security,RBI -46,Non-Compliant,False,None,0.54
CMAP-000970,ORG-022,CTRL-0327,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-40,Non-Compliant,False,None,0.26
CMAP-000971,ORG-022,CTRL-0327,ISO/IEC 27001,A.9,A.9 Access Control,ISO/-13,Partially Compliant,True,Strong,0.53
CMAP-000972,ORG-022,CTRL-0327,NIST Cybersecurity Framework,Protect,Protect,NIST-29,Partially Compliant,False,None,0.48
CMAP-000973,ORG-022,CTRL-0328,NIST Cybersecurity Framework,Protect,Protect,NIST-34,Compliant,True,Moderate,0
CMAP-000974,ORG-022,CTRL-0328,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -47,Compliant,True,Moderate,0
CMAP-000975,ORG-022,CTRL-0328,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-40,Compliant,True,Strong,0
CMAP-000976,ORG-022,CTRL-0329,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-40,Non-Compliant,False,None,0.28
CMAP-000977,ORG-022,CTRL-0329,RBI Cyber Security Framework,Governance,Governance,RBI -24,Non-Compliant,False,None,0.53
CMAP-000978,ORG-022,CTRL-0329,CIS Controls,CIS,CIS 4 Secure Config,CIS -28,Non-Compliant,False,None,0.31
CMAP-000979,ORG-022,CTRL-0329,NIST Cybersecurity Framework,Recover,Recover,NIST-41,Partially Compliant,False,None,0.57
CMAP-000980,ORG-022,CTRL-0330,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -22,Compliant,True,Moderate,0
CMAP-000981,ORG-022,CTRL-0330,RBI Cyber Security Framework,Governance,Governance,RBI -42,Compliant,True,Moderate,0
CMAP-000982,ORG-022,CTRL-0330,NIST Cybersecurity Framework,Protect,Protect,NIST-5,Compliant,True,Weak,0
CMAP-000983,ORG-022,CTRL-0331,CIS Controls,CIS,CIS 8 Audit Logs,CIS -23,Compliant,True,Strong,0
CMAP-000984,ORG-022,CTRL-0331,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-23,Compliant,True,Moderate,0
CMAP-000985,ORG-022,CTRL-0331,NIST Cybersecurity Framework,Detect,Detect,NIST-40,Compliant,True,Weak,0
CMAP-000986,ORG-022,CTRL-0331,RBI Cyber Security Framework,Governance,Governance,RBI -23,Compliant,True,Weak,0
CMAP-000987,ORG-022,CTRL-0332,ISO/IEC 27001,A.6,A.6 Organization,ISO/-38,Partially Compliant,True,Moderate,0.81
CMAP-000988,ORG-022,CTRL-0332,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -36,Partially Compliant,True,Weak,0.82
CMAP-000989,ORG-022,CTRL-0332,NIST Cybersecurity Framework,Protect,Protect,NIST-23,Partially Compliant,True,Weak,0.22
CMAP-000990,ORG-022,CTRL-0332,SEBI Cybersecurity and Cyber Resilience Framework,Respond,Respond & Recover,SEBI-23,Partially Compliant,True,Moderate,0.28
CMAP-000991,ORG-022,CTRL-0333,ISO/IEC 27001,A.17,A.17 BCM,ISO/-9,Compliant,True,Weak,0
CMAP-000992,ORG-022,CTRL-0333,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -33,Compliant,True,Moderate,0
CMAP-000993,ORG-022,CTRL-0333,NIST Cybersecurity Framework,Respond,Respond,NIST-19,Compliant,True,Weak,0
CMAP-000994,ORG-022,CTRL-0334,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -39,Compliant,True,Moderate,0
CMAP-000995,ORG-022,CTRL-0334,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-41,Compliant,True,Strong,0
CMAP-000996,ORG-022,CTRL-0334,RBI Cyber Security Framework,Access,Access Control,RBI -4,Compliant,True,Weak,0
CMAP-000997,ORG-022,CTRL-0334,ISO/IEC 27001,A.9,A.9 Access Control,ISO/-11,Compliant,True,Weak,0
CMAP-000998,ORG-022,CTRL-0335,ISO/IEC 27001,A.18,A.18 Compliance,ISO/-20,Non-Compliant,False,None,0.45
CMAP-000999,ORG-022,CTRL-0335,NIST Cybersecurity Framework,Detect,Detect,NIST-38,Non-Compliant,False,None,0.45
CMAP-001000,ORG-022,CTRL-0336,ISO/IEC 27001,A.18,A.18 Compliance,ISO/-24,Compliant,True,Moderate,0
CMAP-001001,ORG-022,CTRL-0336,CIS Controls,CIS,CIS 8 Audit Logs,CIS -10,Compliant,True,Weak,0
CMAP-001002,ORG-022,CTRL-0336,NIST Cybersecurity Framework,Govern,Govern,NIST-30,Compliant,True,Strong,0
CMAP-001003,ORG-022,CTRL-0336,RBI Cyber Security Framework,Access,Access Control,RBI -12,Compliant,True,Strong,0
CMAP-001004,ORG-022,CTRL-0337,ISO/IEC 27001,A.8,A.8 Asset Mgmt,ISO/-37,Compliant,True,Strong,0
